ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
"ADVANCED CANCER THERAPEUTICS, LLC",LOUISVILLE,KY,UNITED STATES,1,157920
"ADVANCED CELL DIAGNOSTICS, INC.",HAYWARD,CA,UNITED STATES,2,1247031
"ADVANCED CIRCULATORY SYSTEMS, INC.",Roseville,MN,UNITED STATES,1,883421
"ADVANCED DIAMOND TECHNOLOGIES, INC.",romeoville,IL,UNITED STATES,1,149430
"ADVANCED GENOMIC TECHNOLOGY, LLC",LOUISVILLE,KY,UNITED STATES,1,822684
"ADVANCED HEARING CONCEPTS, INC.",BODEGA BAY,CA,UNITED STATES,1,149937
ADVANCED LIQUID LOGIC,RESEARCH TRIANGLE PARK,NC,UNITED STATES,5,3814026
ADVANCED MEDICAL ELECTRONICS CORPORATION,MAPLE GROVE,MN,UNITED STATES,7,2341111
"ADVANCED MRI TECHNOLOGY, LLC",SEBASTOPOL,CA,UNITED STATES,1,892368
"ADVANCED PROCESS COMBINATORICS, INC.",WEST LAFAYETTE,IN,UNITED STATES,1,149965
"ADVANCED RNA TECHNOLOGIES, LLC",BOULDER,CO,UNITED STATES,1,281400
ADVANCES IN MINERAL METABOLISM,ROCHESTER,MN,UNITED STATES,1,18000
"ADVANTAGENE, INC",Auburndale,MA,UNITED STATES,1,1917582
ADVENTIUM ENTERPRISES,MINNEAPOLIS,MN,UNITED STATES,1,250000
"ADVOCATES FOR HUMAN POTENTIAL, INC.",SUDBURY,MA,UNITED STATES,1,149818
"AEON IMAGING, LLC",BLOOMINGTON,IN,UNITED STATES,2,700084
AERAS GLOBAL TB VACCINE FOUNDATION,ROCKVILLE,MD,UNITED STATES,1,619046
"AERODYNE RESEARCH, INC",BILLERICA,MA,UNITED STATES,1,246678
"AEROMICS, LLC",CLEVELAND,OH,UNITED STATES,1,745127
"AFASCI, INC.",Redwood City,CA,UNITED STATES,1,489887
"AFFINERGY ,INC",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,149771
"AFFINERGY, LLC",RESEARCH TRIANGLE PARK,NC,UNITED STATES,7,4713388
"AFFINITY THERAPEUTICS, LLC",CLEVELAND,OH,UNITED STATES,1,199999
"AFRAME DIGITAL, INC.",LOVETTSVILLE,VA,UNITED STATES,1,613839
AG BELL ASSN FOR DEAF & HARD OF HEARING,WASHINGTON,DC,UNITED STATES,1,28365
AGA KHAN UNIVERSITY,KARACHI,,PAKISTAN,3,173459
"AGENEBIO, INC.",Carmel,IN,UNITED STATES,1,423822
"AGENTSHEETS, INC.",BOULDER,CO,UNITED STATES,1,149999
"AGILE SCIENCES, INC.",RALEIGH,NC,UNITED STATES,3,1055599
"AGILTRON, INC.",WOBURN,MA,UNITED STATES,2,610861
"AGIOS PHARMACEUTICALS, INC.",CAMBRIDGE,MA,UNITED STATES,1,33750
"AGONOX, INC.",PORTLAND,OR,UNITED STATES,1,187201
"AGRI-ANALYSIS, LLC",WEST SACRAMENTO,CA,UNITED STATES,1,339440
"AI CURE TECHNOLOGIES, LLC",New York,NY,UNITED STATES,2,365130
"AKONNI BIOSYSTEMS, INC.",FREDERICK,MD,UNITED STATES,2,580784
"AKTIV-DRY, LLC",BOULDER,CO,UNITED STATES,1,492386
ALABAMA FIRE COLLEGE,TUSCALOOSA,AL,UNITED STATES,1,611271
ALABAMA STATE UNIVERSITY,MONTGOMERY,AL,UNITED STATES,1,281548
"ALAFAIR BIOSCIENCES, INC.",AUSTIN,TX,UNITED STATES,1,104601
ALAN GUTTMACHER INSTITUTE,NEW YORK,NY,UNITED STATES,3,812145
ALASKA COMMUNITY ACTION ON TOXICS (ACAT),ANCHORAGE,AK,UNITED STATES,1,469386
ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ANCHORAGE,AK,UNITED STATES,1,150165
ALBANY COLLEGE OF PHARMACY,ALBANY,NY,UNITED STATES,2,611506
ALBANY MEDICAL COLLEGE,ALBANY,NY,UNITED STATES,37,11407117
"ALBANY MOLECULAR RESEARCH, INC.",ALBANY,NY,UNITED STATES,1,1637670
"ALBANY RESEARCH INSTITUTE, INC.",ALBANY,NY,UNITED STATES,1,268889
ALBANY STATE UNIVERSITY,ALBANY,GA,UNITED STATES,3,1481309
ALBERT EINSTEIN COL OF MED YESHIVA UNIV,BRONX,NY,UNITED STATES,351,160636073
ALBERT EINSTEIN HEALTHCARE NETWORK,PHILADELPHIA,PA,UNITED STATES,7,2534262
ALCHEM LABORATORIES CORPORATION,ALACHUA,FL,UNITED STATES,2,466410
"ALCOMED, INC.",LEXINGTON,KY,UNITED STATES,1,239195
ALCOR BIOSEPARATIONS,PALO ALTO,CA,UNITED STATES,1,250000
ALCORN STATE UNIVERSITY,ALCORN STATE,MS,UNITED STATES,2,339780
"ALERE WELLBEING, INC.",SEATTLE,WA,UNITED STATES,1,374213
ALFRED I. DU PONT HOSP FOR CHILDREN,WILMINGTON,DE,UNITED STATES,4,2661811
"ALGYNOMICS, INC.",CHAPEL HILL,NC,UNITED STATES,1,336209
ALION SCIENCE AND TECHNOLOGY CORP,DURHAM,NC,UNITED STATES,1,5540030
"ALKERMES, INC.",WALTHAM,MA,UNITED STATES,1,214588
"ALKEUS PHARMACEUTICALS, INC.",CAMBRIDGE,MA,UNITED STATES,1,165199
ALLAN HANCOCK COLLEGE,SANTA MARIA,CA,UNITED STATES,1,196971
ALLEGHENY-SINGER RESEARCH INSTITUTE,PITTSBURGH,PA,UNITED STATES,4,1510732
ALLEN INSTITUTE FOR BRAIN SCIENCE,SEATTLE,WA,UNITED STATES,2,796396
"ALLIED INNOVATIVE SYSTEMS, LLC",HILLSBOROUGH,NJ,UNITED STATES,2,542619
ALLINA HEALTH SYSTEM,MINNEAPOLIS,MN,UNITED STATES,2,673123
"ALLOSTEROS THERAPEUTICS, INC.",PALO ALTO,CA,UNITED STATES,4,1032360
"ALLTRANZ, INC.",LEXINGTON,KY,UNITED STATES,2,741404
"ALLUVIUM BIOSCIENCES, INC.",ANN ARBOR,MI,UNITED STATES,1,170521
"ALLVIVO VASCULAR, INC.",LAKE FOREST,CA,UNITED STATES,1,980319
"ALS BIOPHARMA, LLC",DOYLESTOWN,PA,UNITED STATES,1,189000
ALTAMED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,UNITED STATES,1,30000
ALTARUM INSTITUTE,ANN ARBOR,MI,UNITED STATES,1,1397519
"ALTEC, INC.",BOSTON,MA,UNITED STATES,2,468990
ALTOR BIOSCIENCE CORPORATION,MIRAMAR,FL,UNITED STATES,3,1551514
"ALTRAVAX, INC.",FARGO,ND,UNITED STATES,4,1497816
ALZHEIMER'S DRUG DISCOVERY FOUNDATION,NEW YORK,NY,UNITED STATES,1,75000
"AM BIOTECHNOLOGIES, LLC",HOUSTON,TX,UNITED STATES,1,180115
"AMBERGEN, INC",WATERTOWN,MA,UNITED STATES,6,2484701
AMERICAN ACADEMY OF ADDICTION PSYCHIATRY,EAST PROVIDENCE,RI,UNITED STATES,1,25000
"AMERICAN ACADEMY OF AUDIOLOGY, INC.",RESTON,VA,UNITED STATES,1,31200
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,ROSEMONT,IL,UNITED STATES,1,33000
AMERICAN ACADEMY OF PEDIATRICS,ELK GROVE VILLAGE,IL,UNITED STATES,1,507732
AMERICAN ACADEMY-CHILD/ADOLESCENT PSYCH,WASHINGTON,DC,UNITED STATES,1,1252077
AMERICAN ASSOCIATION FOR CANCER RESEARCH,PHILADELPHIA,PA,UNITED STATES,6,768746
AMERICAN ASSOCIATION FOR DENTAL RESEARCH,ALEXANDRIA,VA,UNITED STATES,1,50000
"AMERICAN CANCER SOCIETY, INC.",ATLANTA,GA,UNITED STATES,1,214697
AMERICAN COLLEGE OF MEDICAL GENETICS,BETHESDA,MD,UNITED STATES,1,4991209
AMERICAN COLLEGE OF RADIOLOGY,RESTON,VA,UNITED STATES,6,22262777
AMERICAN COLLEGE OF RHEUMATOLOGY,ATLANTA,GA,UNITED STATES,2,83000
AMERICAN COLLEGE OF SURGEONS,CHICAGO,IL,UNITED STATES,1,65000
AMERICAN GASTROENTEROLOGICAL ASSN/INST,BETHESDA,MD,UNITED STATES,1,148448
AMERICAN GENE TECHNOLOGIES INTERNATIONAL,ROCKVILLE,MD,UNITED STATES,2,331796
AMERICAN INSTITUTES FOR RESEARCH,WASHINGTON,DC,UNITED STATES,4,2004527
AMERICAN LEGACY FOUNDATION,WASHINGTON,DC,UNITED STATES,2,880094
AMERICAN MUSEUM OF NATURAL HISTORY,NEW YORK,NY,UNITED STATES,1,216552
AMERICAN PAIN SOCIETY,GLENVIEW,IL,UNITED STATES,1,40000
AMERICAN PHYSICIANS SCIENTISTS ASSN,URBANA,IL,UNITED STATES,1,63134
AMERICAN PHYSIOLOGICAL SOCIETY,BETHESDA,MD,UNITED STATES,4,391400
AMERICAN PSYCHIATRIC FOUNDATION,ARLINGTON,VA,UNITED STATES,2,138966
AMERICAN PSYCHOSOMATIC SOCIETY (APS),MC LEAN,VA,UNITED STATES,1,15000
AMERICAN SOCIETY FOR BIOCHEMIS/ MOL BIOL,Rockville,MD,UNITED STATES,1,13000
AMERICAN SOCIETY FOR BONE & MINERAL RES,WASHINGTON,DC,UNITED STATES,1,130000
AMERICAN SOCIETY FOR CELL BIOLOGY,BETHESDA,MD,UNITED STATES,1,527784
AMERICAN SOCIETY FOR MICROBIOLOGY,WASHINGTON,DC,UNITED STATES,6,856000
AMERICAN SOCIETY FOR NEUROCHEMISTRY,WINDERMERE,FL,UNITED STATES,1,25000
AMERICAN SOCIETY OF ADDICTION MEDICINE,CHEVY CHASE,MD,UNITED STATES,2,49600
AMERICAN SOCIETY OF ANDROLOGY,SCHAUMBURG,IL,UNITED STATES,2,108295
AMERICAN SOCIETY OF GENE & CELL THERAPY,MILWAUKEE,WI,UNITED STATES,1,10000
AMERICAN SOCIETY OF HEMATOLOGY,WASHINGTON,DC,UNITED STATES,1,46020
AMERICAN SOCIETY OF HUMAN GENETICS,BETHESDA,MD,UNITED STATES,1,36000
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",WASHINGTON,DC,UNITED STATES,6,65500
AMERICAN SOCIETY/INVESTIGATIVE PATHOLOGY,BETHESDA,MD,UNITED STATES,1,7500
AMERICAN SOCIETY/PARENT & ENTERAL NUTRIT,SILVER SPRING,MD,UNITED STATES,1,22000
"AMERICAN SOCIOLOGICAL ASSOCIATION, INC.",WASHINGTON,DC,UNITED STATES,1,35000
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,ROCKVILLE,MD,UNITED STATES,3,224421
"AMERICAN STEM CELL, INC.",CARLSBAD,CA,UNITED STATES,1,156754
AMERICAN TYPE CULTURE COLLECTION,MANASSAS,VA,UNITED STATES,11,22284228
AMERICAN UNIVERSITY,WASHINGTON,DC,UNITED STATES,8,1933609
AMERICAN UNIVERSITY OF BEIRUT,BEIRUT,,LEBANON,2,337791
AMERICAN UROLOGICAL ASSOCIATION,LINTHICUM,MD,UNITED STATES,1,12000
"AMES TECHNOLOGY, INC.",PORTLAND,OR,UNITED STATES,1,256255
AMHERST COLLEGE,AMHERST,MA,UNITED STATES,2,693973
"AMICROBE, INC.",PASADENA,CA,UNITED STATES,1,161000
"AMPLYX PHARMACEUTICALS, INC.",San Diego,CA,UNITED STATES,4,1205006
"AMPRION, INC.",HOUSTON,TX,UNITED STATES,1,165543
"AMUNIX, INC.",MOUNTAIN VIEW,CA,UNITED STATES,1,157550
AMYOTROPIC LATERAL SCLEROSIS ASSOCIATION,CALABASAS HILLS,CA,UNITED STATES,1,10000
ANASYS INSTRUMENTS CORPORATION,SANTA BARBARA,CA,UNITED STATES,2,483958
"ANATOMYWORKS, LLC",Baltimore,MD,UNITED STATES,2,274540
"ANGEL MEDICAL SYSTEMS, INC.",Shrewsbury,NJ,UNITED STATES,1,779680
ANGIOMA ALLIANCE,NORFOLK,VA,UNITED STATES,1,11500
ANGION BIOMEDICA CORPORATION,Uniondale,NY,UNITED STATES,9,6529620
"ANNEXON, INC.",PALO ALTO,CA,UNITED STATES,1,167000
"ANNIAS IMMUNOTHERAPEUTICS, INC.",CHAPEL HILL,NC,UNITED STATES,1,246026
ANTON DE KOM UNIVERSITY OF SURINAME,PARAMARIBO,,SURINAME,1,50000
"APDM, INC.",PORTLAND,OR,UNITED STATES,2,699102
"APEX BIOMEDICAL COMPANY, LLC",PORTLAND,OR,UNITED STATES,2,744019
APHIOS CORPORATION,WOBURN,MA,UNITED STATES,1,1183503
APLASTIC ANEMIA & MDS INTERNATIONAL FDN,Rockville,MD,UNITED STATES,1,12500
APOGEE BIOTECHNOLOGY CORPORATION,Hummelstown,PA,UNITED STATES,1,316916
APPALACHIAN STATE UNIVERSITY,BOONE,NC,UNITED STATES,1,393140
"APPLIED BEHAVIORAL RESEARCH, LLC",New Haven,CT,UNITED STATES,1,442196
"APPLIED BIOCODE, INC.",SANTA FE SPRINGS,CA,UNITED STATES,1,120923
"APPLIED BIOMATHEMATICS, INC.",SETAUKET,NY,UNITED STATES,1,244744
APPLIED BIOTECHNOLOGY INSTITUTE,SAN LUIS OBISPO,CA,UNITED STATES,1,943211
"APPLIED GEOSOLUTIONS, LLC",DURHAM,NH,UNITED STATES,1,148008
"APPLIED INTEGRIN SCIENCES, INC.",LOS ANGELES,CA,UNITED STATES,1,299849
APPLIED SCIENTIFIC RESEARCH,IRVINE,CA,UNITED STATES,1,76882
"APRICITY THERAPEUTICS, INC.",ATHERTON,CA,UNITED STATES,1,172738
"APT THERAPEUTICS, INC.",SAINT LOUIS,MO,UNITED STATES,2,1011238
"APTIMA, INC.",WOBURN,MA,UNITED STATES,1,155445
"AQUALUNG THERAPEUTICS, CORP",CHICAGO,IL,UNITED STATES,1,310267
"AQUAMOST, INC.",MADISON,WI,UNITED STATES,2,393606
"AQUILUS PHARMACEUTICALS, INC.",WINCHESTER,MA,UNITED STATES,1,373995
"ARATOME, LLC",MENLO PARK,CA,UNITED STATES,1,235186
"ARAVASC, INC.",SUNNYVALE,CA,UNITED STATES,1,180000
ARBOR RESEARCH COLLABORATIVE FOR HEALTH,ANN ARBOR,MI,UNITED STATES,4,950513
"ARBOR ULTRASOUND TECHNOLOGIES, LLC",YPSILANTI,MI,UNITED STATES,1,237534
ARBOR VITA CORPORATION,FREMONT,CA,UNITED STATES,1,198247
"ARCADIA BIOSCIENCES, INC.",PHOENIX,AZ,UNITED STATES,1,389075
"ARCHIEMD, INC.",Boca Raton,FL,UNITED STATES,3,1979038
"ARETECH, LLC",ASHBURN,VA,UNITED STATES,1,408951
"ARIDIS PHARMACEUTICALS, LLC",SAN JOSE,CA,UNITED STATES,1,980000
ARIETIS,BOSTON,MA,UNITED STATES,3,1572770
"ARISAN THERAPEUTICS, INC.",SAN DIEGO,CA,UNITED STATES,2,455474
"ARISAPH PHARMACEUTICALS, INC.",BOSTON,MA,UNITED STATES,1,266641
ARIZONA SCIENCE CENTER,PHOENIX,AZ,UNITED STATES,2,226716
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,TEMPE,AZ,UNITED STATES,126,46262573
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,UNITED STATES,12,10058233
ARKANSAS STATE UNIVERSITY,STATE UNIVERSITY,AR,UNITED STATES,1,170000
ARKIVAL TECHNOLOGY CORPORATION,NASHUA,NH,UNITED STATES,1,249724
"ARMAGEN TECHNOLOGIES, INC.",SANTA MONICA,CA,UNITED STATES,4,1219426
"ARONORA, LLC",PORTLAND,OR,UNITED STATES,3,2315042
"ARSERVICES, LTD",LORTON,VA,UNITED STATES,1,650102
"ARTANN LABORATORIES, INC.",TRENTON,NJ,UNITED STATES,3,1802397
"ARTERIOCYTE, INC.",CLEVELAND,OH,UNITED STATES,1,283861
"ARTIFICIAL CELL TECHNOLOGIES, INC.",NEW HAVEN,CT,UNITED STATES,1,293492
"ARTIFICIAL INTELLIGENCE IN MEDICINE, INC",TORONTO,ON,CANADA,1,782960
"ARUNA BIOMEDICAL, INC.",ATHENS,GA,UNITED STATES,1,331012
"ASIUS TECHNOLOGIES, LLC",LONGMONT,CO,UNITED STATES,1,292110
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,LIMA,,PERU,1,2376608
ASSESSMENTS ILLUSTRATED,Allison Park,PA,UNITED STATES,1,317347
ASSN/MEDICAL EDUC & RES IN SUBS ABUSE,Cranston,RI,UNITED STATES,1,46500
ASSOCIATION FOR CHEMORECEPTION SCIENCES,MINNEAPOLIS,MN,UNITED STATES,1,40000
ASSOCIATION OF AMERICAN GEOGRAPHERS,WASHINGTON,DC,UNITED STATES,1,49592
ASSOCIATION OF AMERICAN MEDICAL COLLEGES,WASHINGTON,DC,UNITED STATES,1,902292
ASSOCIATION OF SUBSPECIALTY PROFESSORS,ALEXANDRIA,VA,UNITED STATES,1,71807
"ASTRAEA THERAPEUTICS, LLC",Mountain View,CA,UNITED STATES,4,1260074
"ASURAGEN, INC.",AUSTIN,TX,UNITED STATES,3,1159673
"ATERIS TECHNOLOGIES, LLC",Bozeman,MT,UNITED STATES,1,158919
"ATHENA GROUP, INC.",GAINESVILLE,FL,UNITED STATES,1,150000
"ATHERSYS, INC.",CLEVELAND,OH,UNITED STATES,1,299999
"ATLANTIC HEALTH SYSTEM, INC.",MORRISTOWN,NJ,UNITED STATES,2,605202
AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,UNITED STATES,7,2133748
"AUREOGEN BIOSCIENCES, INC.",KALAMAZOO,MI,UNITED STATES,1,240904
"AURITEC PHARMACEUTICALS, INC.",SANTA MONICA,CA,UNITED STATES,3,1574409
"AURORA HEALTH CARE, INC.",MILWAUKEE,WI,UNITED STATES,1,509165
"AURORA ONCOLOGY, INC.",GOLDEN,CO,UNITED STATES,1,149040
"AUTHENTECHNOLOGIES, LLC",ALBANY,CA,UNITED STATES,1,205802
"AVALANCHE BIOTECHNOLOGIES, INC.",REDWOOD CITY,CA,UNITED STATES,2,261306
"AVANSCI BIO, LLC",SALT LAKE CITY,UT,UNITED STATES,2,360726
"AVANTGEN, INC.",SAN DIEGO,CA,UNITED STATES,4,2094733
"AVATAR MEDICAL, LLC",BROOKLYN,NY,UNITED STATES,1,293607
"AVAXIA BIOLOGICS, INC.",WAYLAND,MA,UNITED STATES,1,978045
"AVIA BIOSYSTEMS, LLC",EAST FALMOUTH,MA,UNITED STATES,1,649638
AVIDBIOTICS CORPORATION,SOUTH SAN FRANCISCO,CA,UNITED STATES,1,300000
"AVIV BIOMEDICAL, INC.",LAKEWOOD,NJ,UNITED STATES,1,661072
"AXION BIOSYSTEMS, LLC",Atlanta,GA,UNITED STATES,2,706410
"AYER AND KURIS RESEARCH ENGINEERING, INC",BOSTON,MA,UNITED STATES,1,196593
"AZEVAN PHARMACEUTICALS, INC.",BETHLEHEM,PA,UNITED STATES,1,595262
AZUSA PACIFIC UNIVERSITY,AZUSA,CA,UNITED STATES,1,178416
"AZYP, LLC",ARLINGTON,TX,UNITED STATES,1,490424
BABES BOLYAI UNIVERSITY,CLUJ,,ROMANIA,1,60271
"BACKYARD BRAINS, INC.",West Bloomfield,MI,UNITED STATES,1,196274
BAKER HEART RESEARCH INSTITUTE,MELBOURNE,,AUSTRALIA,1,272563
"BALANCE THERAPEUTICS, INC.",HILLBOROUGH,CA,UNITED STATES,1,1100000
BALDWIN-WALLACE COLLEGE,BEREA,OH,UNITED STATES,1,182604
BALL STATE UNIVERSITY,MUNCIE,IN,UNITED STATES,1,291747
"BALTIMORE CITY HEALTHY START, INC.",BALTIMORE,MD,UNITED STATES,1,26000
BANARAS HINDU UNIVERSITY,VARANASI,,INDIA,1,509260
BANNER ALZHEIMER'S INSTITUTE,PHOENIX,AZ,UNITED STATES,2,16498976
"BANYAN BIOMARKERS, INC.",ALACHUA,FL,UNITED STATES,1,289556
BARCELONA INTERNATIONAL HEALTH RES CTR,BARCELONA,,SPAIN,1,606988
BARD COLLEGE,ANNANDALE-ON-HUDSON,NY,UNITED STATES,1,168908
"BARLOW SCIENTIFIC, INC.",OLYMPIA,WA,UNITED STATES,1,150000
BARNARD COLLEGE,NEW YORK,NY,UNITED STATES,4,995435
BARNES-JEWISH HOSPITAL,SAINT LOUIS,MO,UNITED STATES,1,202073
"BARRON ASSOCIATES, INC.",CHARLOTTESVILLE,VA,UNITED STATES,5,1936446
BARRY UNIVERSITY,MIAMI SHORES,FL,UNITED STATES,2,481346
BARTH SYNDROME FOUNDATION,Larchmont,NY,UNITED STATES,1,13000
BASTYR UNIVERSITY,KENMORE,WA,UNITED STATES,6,2452757
BATES COLLEGE,LEWISTON,ME,UNITED STATES,1,350000
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,COLUMBUS,OH,UNITED STATES,31,17926619
BATTELLE PACIFIC NORTHWEST LABORATORIES,RICHLAND,WA,UNITED STATES,21,15215841
"BAUER LABS, INC.",FLORENCE,OR,UNITED STATES,1,193888
BAVARIAN NORDIC A/S,KVISTGAARD,,DENMARK,1,4427541
BAY AREA TUMOR INSTITUTE,OAKLAND,CA,UNITED STATES,1,486165
BAYCREST CENTRE FOR GERIATRIC CARE,TORONTO,ON,CANADA,3,498035
"BAYESSOFT, INC.",DAVIS,CA,UNITED STATES,1,560145
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,464,221319735
BAYLOR RESEARCH INSTITUTE,DALLAS,TX,UNITED STATES,13,11821838
BAYLOR UNIVERSITY,WACO,TX,UNITED STATES,1,282992
BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,UNITED STATES,4,1182791
"BC GENESIS, LLC",BLACKSBURG,VA,UNITED STATES,1,149586
"BEHAVIOR THERAPY ASSOCIATES, LLP",ALBUQUERQUE,NM,UNITED STATES,2,390768
"BEHAVIORAL ASSESSMENT, INC.",BEVERLY HILLS,CA,UNITED STATES,1,485125
"BEHAVIORAL TECH RESEARCH, INC.",SEATTLE,WA,UNITED STATES,2,341373
"BELLBROOK LABS, LLC",MADISON,WI,UNITED STATES,1,539579
BENAROYA RESEARCH INST AT VIRGINIA MASON,SEATTLE,WA,UNITED STATES,33,26742101
BENEDICT COLLEGE,COLUMBIA,SC,UNITED STATES,1,104857
"BENEVIR BIOPHARM, INC.",BALTIMORE,MD,UNITED STATES,2,422598
"BENTEN TECHNOLOGIES, INC.",Chantilly,VA,UNITED STATES,2,383232
"BERKELEY ANALYTICS, INC.",BERKELEY,CA,UNITED STATES,1,581081
"BERMUDA INSTITUTE OF OCEAN SCIENCES, INC",NEW HYDE PARK,NY,UNITED STATES,1,164855
BERNARD M. BARUCH COLLEGE,NEW YORK,NY,UNITED STATES,2,338886
BERTEC CORPORATION,COLUMBUS,OH,UNITED STATES,1,438482
"BEST MEDICAL INTERNATIONAL, INC.",SPRINGFIELD,VA,UNITED STATES,1,149800
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,UNITED STATES,277,135871030
BETH ISRAEL MEDICAL CTR (NEW YORK),NEW YORK,NY,UNITED STATES,4,974083
BIOCHEMANALYSIS CORPORATION,CHICAGO,IL,UNITED STATES,1,303761
"BIODEL, INC.",DANBURY,CT,UNITED STATES,2,580466
"BIODETECTION INSTRUMENTS, LLC",FAYETTEVILLE,AR,UNITED STATES,1,168547
"BIODISCOVERY, LLC",ANN ARBOR,MI,UNITED STATES,1,307411
BIOELECTROMED CORPORATION,BURLINGAME,CA,UNITED STATES,1,1019109
"BIOFORMATIX, INC.",SAN DIEGO,CA,UNITED STATES,1,100578
"BIOGRAMMATICS, INC.",CARLSBAD,CA,UNITED STATES,1,200000
