ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
"ADVANCED RNA TECHNOLOGIES, LLC",BOULDER,CO,UNITED STATES,1,294022
ADVANCED SCIENCE RESEARCH CENTER,NEW YORK,NY,UNITED STATES,10,3747877
"ADVANCED TACTILE IMAGING, INC.",TRENTON,NJ,UNITED STATES,1,694202
ADVANCES IN MINERAL METABOLISM,ROCHESTER,MN,UNITED STATES,1,18000
"ADVANTAGENE, INC",AUBURNDALE,MA,UNITED STATES,1,611350
"ADVA-TEC, INC",ANDERSON,SC,UNITED STATES,1,999827
"ADVENT THERAPEUTICS, INC.",LUMBERVILLE,PA,UNITED STATES,2,1323955
ADVENTHEALTH ORLANDO,ORLANDO,FL,UNITED STATES,6,3771232
ADVENTIUM ENTERPRISES,MINNEAPOLIS,MN,UNITED STATES,1,275983
"ADYNXX, INC.",SAN FRANCISCO,CA,UNITED STATES,1,2858544
"AEROSOL DYNAMICS, INC.",BERKELEY,CA,UNITED STATES,3,855737
"AFASCI, INC.",REDWOOD CITY,CA,UNITED STATES,2,2183236
"AFFINERGY, LLC",DURHAM,NC,UNITED STATES,6,3343663
AFRICA UNIVERSITY,MUTARE,,ZIMBABWE,1,48600
AG BELL ASSN FOR DEAF & HARD OF HEARING,WASHINGTON,DC,UNITED STATES,1,36363
AGA KHAN UNIVERSITY (KENYA),NAIROBI,,KENYA,2,346131
AGA KHAN UNIVERSITY (PAKISTAN),KARACHI,,PAKISTAN,1,282635
"AGENEBIO, INC.",Baltimore,MD,UNITED STATES,3,11095454
"AGILVAX, INC.",ALBUQUERQUE,NM,UNITED STATES,1,1152921
"AINGEAL, LLC",BARRINGTON,RI,UNITED STATES,1,452622
"AIQ SOLUTIONS, INC.",MADISON,WI,UNITED STATES,1,388323
"AKONNI BIOSYSTEMS, INC.",FREDERICK,MD,UNITED STATES,1,1000000
AKSTON BIOSCIENCES CORPORATION,BEVERLY,MA,UNITED STATES,1,923642
ALABAMA FIRE COLLEGE,TUSCALOOSA,AL,UNITED STATES,3,912009
ALABAMA STATE UNIVERSITY,MONTGOMERY,AL,UNITED STATES,2,888219
"ALAMAR BIOSCIENCES, INC.",HAYWARD,CA,UNITED STATES,1,321869
ALASKA COMMUNITY ACTION ON TOXICS (ACAT),Anchorage,AK,UNITED STATES,1,564715
ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ANCHORAGE,AK,UNITED STATES,5,2236992
"ALAUNUS BIOSCIENCES, INC.",SAN FRANCISCO,CA,UNITED STATES,1,264718
ALBANY COLLEGE OF PHARMACY,ALBANY,NY,UNITED STATES,3,1382348
ALBANY MEDICAL COLLEGE,ALBANY,NY,UNITED STATES,35,12540661
"ALBANY MOLECULAR RESEARCH, INC.",ALBANY,NY,UNITED STATES,16,8899382
"ALBANY RESEARCH INSTITUTE, INC.",ALBANY,NY,UNITED STATES,2,2053446
ALBERT EINSTEIN COLLEGE OF MEDICINE,BRONX,NY,UNITED STATES,362,199779478
"ALBERT EINSTEIN COLLEGE OF MEDICINE, INC",BRONX,NY,UNITED STATES,1,208750
ALBERT EINSTEIN HEALTHCARE NETWORK,PHILADELPHIA,PA,UNITED STATES,6,1961525
ALBUQUERQUE AREA INDIAN HEALTH BOARD,ALBUQUERQUE,NM,UNITED STATES,2,333816
"ALCAMENA STEM CELL THERAPEUTICS, LLC",Baltimore,MD,UNITED STATES,1,389350
ALCHEM LABORATORIES CORPORATION,ALACHUA,FL,UNITED STATES,2,1059889
"ALEO BME, INC.",STATE COLLEGE,PA,UNITED STATES,1,251989
"ALEPH THERAPEUTICS, INC.",STANFORD,CA,UNITED STATES,1,250215
ALFRED I. DU PONT HOSP FOR CHILDREN,WILMINGTON,DE,UNITED STATES,7,1826790
"ALLANDER BIOTECHNOLOGIES, LLC",AURORA,CO,UNITED STATES,1,1157986
ALLEGHENY-SINGER RESEARCH INSTITUTE,PITTSBURGH,PA,UNITED STATES,4,1273999
"ALLELE DIAGNOSTICS, INC.",SPOKANE,WA,UNITED STATES,1,708996
ALLEN INSTITUTE,SEATTLE,WA,UNITED STATES,13,36575847
ALLIANCE NCTN FOUNDATION,CHICAGO,IL,UNITED STATES,1,7672964
ALL-INDIA INSTITUTE OF MEDICAL SCIENCES,NEW DELHI,,INDIA,1,242721
"ALLVIVO VASCULAR, INC.",LAKE FOREST,CA,UNITED STATES,2,1559497
ALLYX THERAPEUTICS INC.,New Haven,CT,UNITED STATES,1,449995
"ALPH TECHNOLOGIES, LLC",CINCINNATI,OH,UNITED STATES,1,241018
"ALPHA GENESIS, INC.",YEMASSEE,SC,UNITED STATES,3,8015709
"ALPHATHERA, INC.",BRYN MAWR,PA,UNITED STATES,3,937654
"ALTALITY, INC.",ANN ARBOR,MI,UNITED STATES,1,278747
ALTAMED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,UNITED STATES,1,500000
"ALTEC, INC.",NATICK,MA,UNITED STATES,3,1532918
"ALTIS BIOSYSTEMS, INC.",CHAPEL HILL,NC,UNITED STATES,3,1704652
ALTIUS INSTITUTE FOR BIOMEDICAL SCIENCES,SEATTLE,WA,UNITED STATES,2,3456792
"ALTO NEUROSCIENCE, INC.",LOS ALTOS,CA,UNITED STATES,2,1919093
"ALUME BIOSCIENCES, INC.",San Diego,CA,UNITED STATES,1,1347839
ALZHEIMER'S ASSOCIATION,CHICAGO,IL,UNITED STATES,2,450877
ALZHEIMER'S DRUG DISCOVERY FOUNDATION,NEW YORK,NY,UNITED STATES,1,74900
"ALZHEON, INC.",Framingham,MA,UNITED STATES,1,15000000
"AMBAY IMMUNE SENSORS AND CONTROLS, LLC",HAGERSTOWN,MD,UNITED STATES,1,399997
"AMBERGEN, INC",WATERTOWN,MA,UNITED STATES,2,2249702
"AMELIA TECHNOLOGIES, LLC",WASHINGTON,DC,UNITED STATES,2,469740
AMERICAN ACADEMY OF ADDICTION PSYCHIATRY,EAST PROVIDENCE,RI,UNITED STATES,1,24990
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,ROSEMONT,IL,UNITED STATES,1,20000
AMERICAN ACADEMY-CHILD/ADOLESCENT PSYCH,WASHINGTON,DC,UNITED STATES,1,1233016
"AMERICAN AGING ASSOCIATION, INC.",Grandville,MI,UNITED STATES,1,45810
AMERICAN ASSN/CHRONIC FATIGUE SYNDROME,STONY BROOK,NY,UNITED STATES,1,35000
AMERICAN ASSOCIATION FOR CANCER RESEARCH,PHILADELPHIA,PA,UNITED STATES,7,150944
AMERICAN ASSOCIATION FOR DENTAL RESEARCH,ALEXANDRIA,VA,UNITED STATES,1,272668
"AMERICAN ASSOCIATION OF NEUROPATHOLOGISTS, INC.",LITTLETON,CO,UNITED STATES,1,48950
"AMERICAN CANCER SOCIETY, INC.",ATLANTA,GA,UNITED STATES,1,276732
AMERICAN COLLEGE OF MEDICAL GENETICS,BETHESDA,MD,UNITED STATES,1,2500000
AMERICAN COLLEGE OF RADIOLOGY,RESTON,VA,UNITED STATES,2,9350508
AMERICAN COLLEGE OF RHEUMATOLOGY,ATLANTA,GA,UNITED STATES,2,60000
AMERICAN COLLEGE OF SURGEONS,CHICAGO,IL,UNITED STATES,1,137813
AMERICAN CONGRESS OF REHABILITATION MEDICINE,RESTON,VA,UNITED STATES,1,29988
AMERICAN DENTAL ASSOCIATION FOUNDATION,CHICAGO,IL,UNITED STATES,2,413483
AMERICAN FEDERATION FOR AGING RESEARCH,NEW YORK,NY,UNITED STATES,3,623302
AMERICAN GASTROENTEROLOGICAL ASSN/INST,BETHESDA,MD,UNITED STATES,3,941005
AMERICAN GERIATRICS SOCIETY,NEW YORK,NY,UNITED STATES,1,59905
AMERICAN HEART ASSOCIATION,Dallas,TX,UNITED STATES,2,4379123
AMERICAN INDIAN HIGHER EDUCATION CONSRTM,ALEXANDRIA,VA,UNITED STATES,1,463600
AMERICAN MEDICAL INFORMATICS ASSN,BETHESDA,MD,UNITED STATES,1,20000
AMERICAN PHYSICIANS SCIENTISTS ASSN,Westford,MA,UNITED STATES,1,24000
AMERICAN PHYSIOLOGICAL SOCIETY,ROCKVILLE,MD,UNITED STATES,2,28000
AMERICAN PSYCHIATRIC ASSOC FOUNDATION,washington,DC,UNITED STATES,1,25000
AMERICAN PSYCHOLOGICAL ASSOCIATION,WASHINGTON,DC,UNITED STATES,1,127491
AMERICAN PSYCHOSOMATIC SOCIETY (APS),MC LEAN,VA,UNITED STATES,1,35000
AMERICAN SAMOA COMMUNITY CANCER COALITIO,PAGO PAGO,AS,UNITED STATES,2,497841
AMERICAN SOCIETY FOR BIOCHEMIS/ MOL BIOL,ROCKVILLE,MD,UNITED STATES,1,164566
AMERICAN SOCIETY FOR BONE & MINERAL RES,WASHINGTON,DC,UNITED STATES,1,42500
AMERICAN SOCIETY FOR CELL BIOLOGY,BETHESDA,MD,UNITED STATES,2,564755
AMERICAN SOCIETY FOR MICROBIOLOGY,WASHINGTON,DC,UNITED STATES,1,1956141
AMERICAN SOCIETY FOR NEUROCHEMISTRY,WINDERMERE,FL,UNITED STATES,1,25000
AMERICAN SOCIETY OF ADDICTION MEDICINE,ROCKVILLE,MD,UNITED STATES,1,25000
AMERICAN SOCIETY OF ANDROLOGY,East Dundee,IL,UNITED STATES,1,12000
AMERICAN SOCIETY OF GENE & CELL THERAPY,WAUKESHA,WI,UNITED STATES,1,15000
AMERICAN SOCIETY OF HEMATOLOGY,WASHINGTON,DC,UNITED STATES,1,290703
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,ROCKVILLE,MD,UNITED STATES,2,79990
AMERICAN TYPE CULTURE COLLECTION,MANASSAS,VA,UNITED STATES,14,16672735
AMERICAN UNIVERSITY,Washington,DC,UNITED STATES,4,1077364
AMERICAN UNIVERSITY OF BEIRUT,BEIRUT,,LEBANON,2,451108
AMHERST COLLEGE,AMHERST,MA,UNITED STATES,1,354411
"AMIDEBIO, LLC",LOUISVILLE,CO,UNITED STATES,1,816607
"AMINO COMPANY LLC, THE",LEWES,DE,UNITED STATES,1,806481
"AMPRION, INC.",San Francisco,CA,UNITED STATES,2,1303637
"AMYDIS DIAGNOSTICS, INC.",San Diego,CA,UNITED STATES,1,1049456
"AMYGDALA NEUROSCIENCES, INC.",PALO ALTO,CA,UNITED STATES,1,450000
ANABIOS CORPORATION,SAN DIEGO,CA,UNITED STATES,2,1452343
ANAGIN,INDIANAPOLIS,IN,UNITED STATES,1,286072
"ANALYTICAL DIAGNOSTIC SOLUTIONS, INC.",MOUNT LAUREL,NJ,UNITED STATES,2,1519113
"ANCURE, LLC",PITTSBURGH,PA,UNITED STATES,1,461751
"ANDAMIO GAMES, LLC",MINNEAPOLIS,MN,UNITED STATES,1,133595
ANEMED LLC,SHAKER HEIGHTS,OH,UNITED STATES,1,299743
"ANEUVAS TECHNOLOGIES, INC.",Flagstaff,AZ,UNITED STATES,1,718443
"ANNOVIS BIO, INC.",berwyn,PA,UNITED STATES,1,975429
"ANOVIA, LLC",NEW YORK,NY,UNITED STATES,1,198281
"ANTAGEN PHARMACEUTICALS, INC.",BOSTON,MA,UNITED STATES,1,600000
"ANTHROTRONIX, INC.",SILVER SPRING,MD,UNITED STATES,2,2262228
"APDM, INC.",PORTLAND,OR,UNITED STATES,1,249149
APHIOS CORPORATION,WOBURN,MA,UNITED STATES,1,1789666
"APIS THERAPEUTICS, LLC",SETAUKET,NY,UNITED STATES,1,377136
"APPLIED BIOMATH, LLC",LINCOLN,MA,UNITED STATES,1,390004
APPLIED BIOMEDICAL SCIENCE INSTITUTE,SAN DIEGO,CA,UNITED STATES,3,1061449
"APPLIED GEOSOLUTIONS, LLC",DURHAM,NH,UNITED STATES,1,504200
APPLIED SCIENTIFIC RESEARCH,IRVINE,CA,UNITED STATES,1,449982
"APPLIED STEMCELL, INC.",Milpitas,CA,UNITED STATES,2,1340864
APPLIED UNIVERSAL DYNAMICS CORPORATION,LORETTO,MN,UNITED STATES,3,2780081
"APPLIEDVR, INC.",Van Nuys,CA,UNITED STATES,2,1197980
"APPLIKATE TECHNOLOGIES, LLC",WESTON,CT,UNITED STATES,1,471891
"APRICITY HEALTH, LLC",HOUSTON,TX,UNITED STATES,1,399870
"APT THERAPEUTICS, INC.",SAINT LOUIS,MO,UNITED STATES,1,300000
"APTAMATRIX, INC.",SYRACUSE,NY,UNITED STATES,1,940715
"APTITUDE MEDICAL SYSTEMS, INC.",SANTA BARBARA,CA,UNITED STATES,2,1136671
AQUALUNG THERAPEUTICS CORP.,TUCSON,AZ,UNITED STATES,3,1315097
"AQUINNAH PHARMACEUTICALS, INC.",NEWTON,MA,UNITED STATES,1,1475961
ARBOR RESEARCH COLLABORATIVE FOR HEALTH,ANN ARBOR,MI,UNITED STATES,4,1558676
"ARBORSENSE, INC.",ANN ARBOR,MI,UNITED STATES,2,818754
"ARC BIOTECHNOLOGY, LLC",WASHINGTON,DC,UNITED STATES,1,232839
"ARCASCOPE, LLC",CHANTILLY,VA,UNITED STATES,1,873205
ARCHE HEALTHCARE LLC,POUND RIDGE,NY,UNITED STATES,1,206149
"ARCHER PHARMACEUTICALS, INC.",SARASOTA,FL,UNITED STATES,1,812379
"ARCHIEMD, INC.",BOCA RATON,FL,UNITED STATES,1,148820
ARGONNE NATIONAL LABORATORY,LEMONT,IL,UNITED STATES,1,3876805
ARIETIS,Boston,MA,UNITED STATES,1,1235145
"ARIMA GENOMICS, INC.",SAN DIEGO,CA,UNITED STATES,1,999273
"ARISAN THERAPEUTICS, INC.",SAN DIEGO,CA,UNITED STATES,2,2000000
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,TEMPE,AZ,UNITED STATES,127,51931732
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,UNITED STATES,13,7762045
"ARMIS BIOPHARMA, INC.",FORT COLLINS,CO,UNITED STATES,1,423048
"ARONORA, INC.",Portland,OR,UNITED STATES,3,2718393
"ARREVUS, INC.",Raleigh,NC,UNITED STATES,2,972646
"ARSENAL MEDICAL, INC.",Waltham,MA,UNITED STATES,1,367201
"ARSERVICES, LTD",LORTON,VA,UNITED STATES,1,630000
"ARTERY THERAPEUTICS, INC.",SAN RAMON,CA,UNITED STATES,1,2375985
"ARTIFICIAL INTELLIGENCE IN MEDICINE, INC",TORONTO,ON,CANADA,1,85800
"ARUNA BIOMEDICAL, INC.",ATHENS,GA,UNITED STATES,1,1304996
ASCRIBE BIOSCIENCE INC.,ITHACA,NY,UNITED STATES,1,252130
"ASELL, LLC",OWINGS MILLS,MD,UNITED STATES,1,388936
"ASH STEVENS, INC.",RIVERVIEW,MI,UNITED STATES,1,836983
ASHLAND UNIVERSITY,ASHLAND,OH,UNITED STATES,1,311167
ASIAN HEALTH COALITION OF ILLINOIS,CHICAGO,IL,UNITED STATES,1,709688
"ASIMICA, INC.",LARAMIE,WY,UNITED STATES,1,224582
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,LIMA,,PERU,1,4328745
"ASPERO MEDICAL, INC.",BOULDER,CO,UNITED STATES,1,309337
ASSN/MEDICAL EDUC & RES IN SUBS ABUSE,CRANSTON,RI,UNITED STATES,1,24750
ASSOCIATION FOR CHEMORECEPTION SCIENCES,Glenview,IL,UNITED STATES,2,45000
ASSOCIATION FOR RES IN VISION & OPHTHAL,ROCKVILLE,MD,UNITED STATES,1,72100
ASSOCIATION OF AMERICAN MEDICAL COLLEGES,WASHINGTON,DC,UNITED STATES,1,216000
"ASTELLAS PHARMA GLOBAL DEVELOPMENT, INC.",NORTHBROOK,IL,UNITED STATES,1,6000000
"ASTER LABS, INC.",SHOREVIEW,MN,UNITED STATES,1,577884
"ASTRAEA THERAPEUTICS, LLC",MOUNTAIN VIEW,CA,UNITED STATES,3,2334279
"ASYMMETREX, LLC",BOSTON,MA,UNITED STATES,1,420000
"ATHIRA PHARMA, INC.",SEATTLE,WA,UNITED STATES,1,7811344
"ATLANTIC HEALTH SYSTEM, INC.",MORRISTOWN,NJ,UNITED STATES,2,1018936
"ATTAGENE, INC.",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,999998
ATUX ISKAY GROUP LLC,PLAINSBORO,NJ,UNITED STATES,1,447795
AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,UNITED STATES,20,6201502
AUGUSTA UNIVERSITY,AUGUSTA,GA,UNITED STATES,134,56185566
"AUM LIFETECH, INC.",Philadelphia,PA,UNITED STATES,1,300000
"AURAGENT BIOSCIENCE, LLC",SAINT LOUIS,MO,UNITED STATES,2,1075854
"AURITEC PHARMACEUTICALS, INC.",PASADENA,CA,UNITED STATES,4,2715240
AURORA BIO INC,SOUTH SAN FRANCISCO,CA,UNITED STATES,1,249752
"AURORA HEALTH CARE, INC.",MILWAUKEE,WI,UNITED STATES,1,1694537
"AURORA ONCOLOGY, INC.",GOLDEN,CO,UNITED STATES,1,1000745
"AUSCULTECH DX, LLC",DAYTON,MD,UNITED STATES,2,966815
AUSTRALIAN HEARING SERVICES,MACQUARIE UNIVERSITY,,AUSTRALIA,1,343061
"AUTOIMMUNITY BIOLOGIC SOLUTIONS, INC.",GALVESTON,TX,UNITED STATES,1,283667
"AUTOMATE SCIENTIFIC, INC.",BERKELEY,CA,UNITED STATES,1,430053
"AUTONOMOUS HEALTHCARE, INC.",HOBOKEN,NJ,UNITED STATES,2,524808
"AVANTGEN, INC.",SAN DIEGO,CA,UNITED STATES,1,1995852
"AVANTI BIOSCIENCES, INC.",EAST SETAUKET,NY,UNITED STATES,1,375862
"AVENTUSOFT, LLC",BOCA RATON,FL,UNITED STATES,3,2089746
AVERA MCKENNAN,SIOUX FALLS,SD,UNITED STATES,6,5355563
"AVIARA PHARMACEUTICALS, INC.",HOUSTON,TX,UNITED STATES,1,296724
"AVIDENT HEALTH, LLC",BALTIMORE,MD,UNITED STATES,1,361254
"AVM BIOTECHNOLOGY, LLC",SEATTLE,WA,UNITED STATES,1,224770
"AVONEAUX MEDICAL INSTITUTE, LLC",EASTON,MD,UNITED STATES,1,399062
"AXCEND, LLC",Provo,UT,UNITED STATES,1,291077
"AXLE INFORMATICS, LLC",ROCKVILLE,MD,UNITED STATES,2,2586597
"AXNANO, LLC",Greensboro,NC,UNITED STATES,1,439723
"AXON MEDICAL, INC.",SALT LAKE CITY,UT,UNITED STATES,1,224225
"AXONIS, INC.",North Cambridge,MA,UNITED STATES,1,330619
"AXONOVA MEDICAL, LLC",PHILADELPHIA,PA,UNITED STATES,1,1083394
"AXOSIM, INC.",NEW ORLEANS,LA,UNITED STATES,1,227946
AYUDA MEDICAL,NORMANDY PARK,WA,UNITED STATES,1,338084
"AZAVEA, INC",PHILADELPHIA,PA,UNITED STATES,1,150000
"AZEVAN PHARMACEUTICALS, INC.",BETHLEHEM,PA,UNITED STATES,1,3190881
BABEL ANALYTICS LLC,TULSA,OK,UNITED STATES,1,398149
"BACKYARD BRAINS, INC.",ANN ARBOR,MI,UNITED STATES,1,470096
"BAEBIES, INC.",DURHAM,NC,UNITED STATES,10,6730439
BALL STATE UNIVERSITY,MUNCIE,IN,UNITED STATES,4,1401113
BANARAS HINDU UNIVERSITY,VARANASI,,INDIA,1,552188
BANNER HEALTH,PHOENIX,AZ,UNITED STATES,4,10239520
BAPTIST MEMORIAL HOSPITAL - TIPTON,COVINGTON,TN,UNITED STATES,2,1257322
"BARATI MEDICAL, LLC",FAIRBANKS,AK,UNITED STATES,1,55000
BARAU DIKKO TEACHING HOSPITAL/ KADUNA STATE UNIVERSITY,KADUNA,,NIGERIA,1,85050
BARNARD COLLEGE,NEW YORK,NY,UNITED STATES,4,1478070
"BARRON ASSOCIATES, INC.",CHARLOTTESVILLE,VA,UNITED STATES,4,3049933
BARTH SYNDROME FOUNDATION,LARCHMONT,NY,UNITED STATES,1,30000
BARUCH S. BLUMBERG INSTITUTE,DOYLESTOWN,PA,UNITED STATES,3,1496830
"BASE PAIR BIOTECHNOLOGIES, INC.",PEARLAND,TX,UNITED STATES,3,903514
"BASEPAIR, INC.",New York,NY,UNITED STATES,1,348442
BASKING BIOSCIENCES,RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,575406
"BATANDCAT, INC.",PALO ALTO,CA,UNITED STATES,1,129403
BATES COLLEGE,LEWISTON,ME,UNITED STATES,1,138900
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,COLUMBUS,OH,UNITED STATES,28,37828819
BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,UNITED STATES,22,21795925
BATTELLE PACIFIC NORTHWEST LABORATORIES,RICHLAND,WA,UNITED STATES,25,19252132
BAY AREA TUMOR INSTITUTE,OAKLAND,CA,UNITED STATES,1,867224
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,560,323604360
BAYLOR RESEARCH INSTITUTE,DALLAS,TX,UNITED STATES,4,1551120
BAYLOR UNIVERSITY,WACO,TX,UNITED STATES,13,3576975
"BAYSTATE MEDICAL CENTER, INC.",SPRINGFIELD,MA,UNITED STATES,12,7434777
"BB MEDICAL SURGICAL, INC.",SAN FRANCISCO,CA,UNITED STATES,1,43427
"BBC ENTREPRENUERIAL TRAINING AND CONSULTING, LLC",Chelsea,MI,UNITED STATES,1,1454537
"BCN BIOSCIENCES, LLC",PASADENA,CA,UNITED STATES,1,299668
"BDH PHARMA, LLC",Valley Village,CA,UNITED STATES,1,55000
BECKMAN RESEARCH INSTITUTE/CITY OF HOPE,DUARTE,CA,UNITED STATES,133,72232730
"BECTON, DICKINSON AND COMPANY",FRANKLIN LAKES,NJ,UNITED STATES,1,525239
"BEDROCK THERAPEUTICS, INC.",CHAPEL HILL,NC,UNITED STATES,2,327387
"BEHAIVIOR, LLC",PITTSBURGH,PA,UNITED STATES,1,55000
"BELLBROOK LABS, LLC",MADISON,WI,UNITED STATES,1,300000
BENAROYA RESEARCH INST AT VIRGINIA MASON,SEATTLE,WA,UNITED STATES,29,47013427
"BENDER TECH, LLC",RALEIGH,NC,UNITED STATES,1,55000
BENEDICT COLLEGE,COLUMBIA,SC,UNITED STATES,1,97389
BENNUBIO INC,ALBUQUERQUE,NM,UNITED STATES,1,499717
"BENTEN TECHNOLOGIES, INC.",MANASSAS,VA,UNITED STATES,3,1016802
"BERENDO SCIENTIFIC, LLC",LOS ANGELES,CA,UNITED STATES,1,252113
BERKELEY FERMENTATION SCIENCE INC.,Oakland,CA,UNITED STATES,1,325000
BERNARD M. BARUCH COLLEGE,NEW YORK,NY,UNITED STATES,3,842849
BERTEC CORPORATION,COLUMBUS,OH,UNITED STATES,1,638463
"BESSOR PHARMA, LLC",FRAMINGHAM,MA,UNITED STATES,1,1136337
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,UNITED STATES,245,135941803
"BIO TILLION, LLC",SKILLMAN,NJ,UNITED STATES,2,1207139
