ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
ACMA SOCIAL MARKETING,SANTA FE,NM,UNITED STATES,2,406966
"ACORDA THERAPEUTICS, INC.",HAWTHORNE,NY,UNITED STATES,1,476872
"ACOUSTIC MEDSYSTEMS, INC.",Savoy,IL,UNITED STATES,1,647919
"ACPHARIS, INC.",HOLLISTON,MA,UNITED STATES,1,225000
"ACTINOBAC BIOMED, INC.",NORTH BRUNSWICK,NJ,UNITED STATES,1,905040
"ACTIVE MOTIF, INC.",CARLSBAD,CA,UNITED STATES,1,224830
"ACTUATED MEDICAL, INC.",BELLEFONTE,PA,UNITED STATES,4,2524766
"ACUMEN PHARMACEUTICALS, INC.",Livermore,CA,UNITED STATES,1,176145
"ACUMEN, LLC",BURLINGAME,CA,UNITED STATES,1,468879
"ACURA PHARMACEUTICALS, INC.",PALATINE,IL,UNITED STATES,1,299694
"ADAMAS PHARMACEUTICALS, INC.",EMERYVILLE,CA,UNITED STATES,1,509329
ADAPTIVE BIOTECHNOLOGIES CORPORATION,SEATTLE,WA,UNITED STATES,1,244699
"ADAPTIVE SENSORY TECHNOLOGY, LLC",WATERTOWN,MA,UNITED STATES,1,121072
"ADAPTIVEPHARMA, LLC",LEAWOOD,KS,UNITED STATES,1,115430
ADDIS ABABA UNIVERSITY,ADDIS ABABA,,ETHIOPIA,5,638934
ADELPHI UNIVERSITY,GARDEN CITY,NY,UNITED STATES,1,147531
"ADEPTHERA, LLC",PALO ALTO,CA,UNITED STATES,2,450000
ADERA,PESSAC,,FRANCE,1,1661149
"ADHAERE PHARMACEUTICALS, INC.",MIAMI,FL,UNITED STATES,1,300000
"ADHEREN, INC.",BERKELEY,CA,UNITED STATES,1,182722
"ADJUVANCE TECHNOLOGIES, INC.",NEW YORK,NY,UNITED STATES,1,225000
ADURO BIOTECH,BERKELEY,CA,UNITED STATES,1,224878
ADVAITA CORPORATION,PLYMOUTH,MI,UNITED STATES,1,586812
ADVANCED BIOMEDICAL INFORMATICS GROUP,IOWA CITY,IA,UNITED STATES,1,205228
"ADVANCED BIOMEDICAL MACHINES, INC.",STONY BROOK,NY,UNITED STATES,1,212331
"ADVANCED BIOSCIENCE LABORATORIES, INC.",KENSINGTON,MD,UNITED STATES,16,23252008
"ADVANCED BRAIN MONITORING, INC.",CARLSBAD,CA,UNITED STATES,1,84536
"ADVANCED CELL DIAGNOSTICS, INC.",HAYWARD,CA,UNITED STATES,1,834236
"ADVANCED DIAMOND TECHNOLOGIES, INC.",ROMEOVILLE,IL,UNITED STATES,1,387907
"ADVANCED GENOMIC TECHNOLOGY, LLC",LOUISVILLE,KY,UNITED STATES,1,688822
"ADVANCED HEARING CONCEPTS, INC.",BODEGA BAY,CA,UNITED STATES,1,204251
"ADVANCED MATERIALS TECHNOLOGY, INC.",WILMINGTON,DE,UNITED STATES,1,476339
ADVANCED MEDICAL ELECTRONICS CORPORATION,MAPLE GROVE,MN,UNITED STATES,4,1339911
"ADVANCED MRI TECHNOLOGY, LLC",SEBASTOPOL,CA,UNITED STATES,1,785368
"ADVANCED PLASMA PRODUCTS, INC.",LENOIR CITY,TN,UNITED STATES,1,1076505
"ADVANCED PROCESS COMBINATORICS, INC.",WEST LAFAYETTE,IN,UNITED STATES,1,599724
"ADVANCED RNA TECHNOLOGIES, LLC",BOULDER,CO,UNITED STATES,2,914166
ADVANCES IN MINERAL METABOLISM,ROCHESTER,MN,UNITED STATES,1,15000
"ADVANTAGENE, INC",AUBURNDALE,MA,UNITED STATES,1,224999
ADVENTIUM ENTERPRISES,MINNEAPOLIS,MN,UNITED STATES,1,517394
"AEON IMAGING, LLC",BLOOMINGTON,IN,UNITED STATES,3,449897
"AEROSOL DYNAMICS, INC.",BERKELEY,CA,UNITED STATES,1,83883
"AFASCI, INC.",REDWOOD CITY,CA,UNITED STATES,5,1464673
"AFFINERGY ,INC",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,276193
"AFFINERGY, LLC",DURHAM,NC,UNITED STATES,8,3083770
"AFFINITY THERAPEUTICS, LLC",Cleveland,OH,UNITED STATES,2,224999
AFRICA UNIVERSITY,MUTARE,,ZIMBABWE,1,30240
AG BELL ASSN FOR DEAF & HARD OF HEARING,WASHINGTON,DC,UNITED STATES,1,28665
AGA KHAN UNIVERSITY,KARACHI,,PAKISTAN,3,546352
"AGENEBIO, INC.",Baltimore,MD,UNITED STATES,1,424363
"AGGAMIN PHARMACEUTICALS, LLC",NEW YORK,NY,UNITED STATES,1,218009
"AGILE SCIENCES, INC.",RALEIGH,NC,UNITED STATES,1,672768
"AGONOX, INC.",PORTLAND,OR,UNITED STATES,1,106505
"AGRI-ANALYSIS, LLC",WEST SACRAMENTO,CA,UNITED STATES,1,225250
"AGRO BIOSCIENCES, INC.",WAUWATOSA,WI,UNITED STATES,1,224425
"AI BIOSCIENCES, INC.",COLLEGE STATION,TX,UNITED STATES,3,634477
"AI CURE TECHNOLOGIES, LLC",New York,NY,UNITED STATES,1,888295
"AIRCARE LABS, LLC",PHILADELPHIA,PA,UNITED STATES,1,148972
"AKINA, INC.",WEST LAFAYETTE,IN,UNITED STATES,1,287028
"AKONNI BIOSYSTEMS, INC.",FREDERICK,MD,UNITED STATES,2,1399602
"AKRON BIOTECHNOLOGY, LLC",BOCA RATON,FL,UNITED STATES,1,154043
"AKROTOME IMAGING, INC.",MENLO PARK,CA,UNITED STATES,1,149800
AKSTON BIOSCIENCES CORPORATION,BEVERLY,MA,UNITED STATES,1,249926
ALABAMA FIRE COLLEGE,TUSCALOOSA,AL,UNITED STATES,1,613227
ALABAMA STATE UNIVERSITY,MONTGOMERY,AL,UNITED STATES,3,576901
"ALAN PENN AND ASSOCIATES, INC.",ROCKVILLE,MD,UNITED STATES,1,798404
ALASKA COMMUNITY ACTION ON TOXICS (ACAT),ANCHORAGE,AK,UNITED STATES,1,459072
ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ANCHORAGE,AK,UNITED STATES,2,328188
ALBANY MEDICAL COLLEGE,ALBANY,NY,UNITED STATES,22,8459556
"ALBANY RESEARCH INSTITUTE, INC.",ALBANY,NY,UNITED STATES,1,269616
ALBANY STATE UNIVERSITY,ALBANY,GA,UNITED STATES,2,390228
ALBERT EINSTEIN COLLEGE OF MEDICINE,BRONX,NY,UNITED STATES,326,157391499
ALBERT EINSTEIN HEALTHCARE NETWORK,PHILADELPHIA,PA,UNITED STATES,8,2570313
"ALDERON BIOSCIENCES, INC.",Beaufort,NC,UNITED STATES,2,590874
"ALERE WELLBEING, INC.",SEATTLE,WA,UNITED STATES,3,887254
"ALEXANDER BIODISCOVERIES, LLC",CHARLOTTESVILLE,VA,UNITED STATES,1,1000000
ALFRED I. DU PONT HOSP FOR CHILDREN,WILMINGTON,DE,UNITED STATES,8,6370762
"ALGORITHMRX, LLC",NORTH CHESTERFIELD,VA,UNITED STATES,1,910888
ALLAN HANCOCK COLLEGE,SANTA MARIA,CA,UNITED STATES,1,196050
ALLEGHENY-SINGER RESEARCH INSTITUTE,PITTSBURGH,PA,UNITED STATES,4,1229232
ALLELE BIOTECHNOLOGY AND PHARMACEUTICALS,SAN DIEGO,CA,UNITED STATES,2,378057
ALLEN INSTITUTE FOR BRAIN SCIENCE,SEATTLE,WA,UNITED STATES,9,6545645
ALLEN/LOEB ASSOCIATES,SAN FRANCISCO,CA,UNITED STATES,1,346470
"ALLIANCE DISCOVERY, INC.",DOYLESTOWN,PA,UNITED STATES,1,224748
"ALLIED INNOVATIVE SYSTEMS, LLC",HILLSBOROUGH,NJ,UNITED STATES,1,463988
ALLINA HEALTH SYSTEM,MINNEAPOLIS,MN,UNITED STATES,2,1506125
"ALLOSTEROS THERAPEUTICS, INC.",SUNNYVALE,CA,UNITED STATES,1,267039
"ALLTRANZ, INC.",LEXINGTON,KY,UNITED STATES,1,695993
"ALPHA UNIVERSE, LLC",MADISON,WI,UNITED STATES,1,149986
"ALTEC, INC.",NATICK,MA,UNITED STATES,2,952088
ALTOR BIOSCIENCE CORPORATION,MIRAMAR,FL,UNITED STATES,2,1348323
"ALTRAVAX, INC.",SUNNYVALE,CA,UNITED STATES,2,1140676
"AM BIOTECHNOLOGIES, LLC",HOUSTON,TX,UNITED STATES,3,896547
"AMBERGEN, INC",WATERTOWN,MA,UNITED STATES,3,1986438
AMERICAN ACADEMY OF ADDICTION PSYCHIATRY,EAST PROVIDENCE,RI,UNITED STATES,1,25000
"AMERICAN ACADEMY OF AUDIOLOGY, INC.",RESTON,VA,UNITED STATES,1,33128
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,ROSEMONT,IL,UNITED STATES,1,15000
AMERICAN ACADEMY OF PEDIATRICS,ELK GROVE VILLAGE,IL,UNITED STATES,2,629559
"AMERICAN AGING ASSOCIATION, INC.",CLEVELAND,OH,UNITED STATES,1,46600
AMERICAN ASSOCIATION FOR CANCER RESEARCH,PHILADELPHIA,PA,UNITED STATES,8,851709
AMERICAN ASSOCIATION FOR DENTAL RESEARCH,ALEXANDRIA,VA,UNITED STATES,2,80000
"AMERICAN CANCER SOCIETY, INC.",ATLANTA,GA,UNITED STATES,1,282157
AMERICAN COLLEGE OF CARDIOLOGY,WASHINGTON,DC,UNITED STATES,1,50000
AMERICAN COLLEGE OF RADIOLOGY,RESTON,VA,UNITED STATES,2,8809908
AMERICAN COLLEGE OF RHEUMATOLOGY,ATLANTA,GA,UNITED STATES,2,80000
AMERICAN DENTAL ASSOCIATION FOUNDATION,CHICAGO,IL,UNITED STATES,1,444059
AMERICAN GASTROENTEROLOGICAL ASSN/INST,BETHESDA,MD,UNITED STATES,1,148448
AMERICAN GERIATRICS SOCIETY,NEW YORK,NY,UNITED STATES,1,50000
AMERICAN HEART ASSOCIATION,DALLAS,TX,UNITED STATES,1,3972514
AMERICAN INSTITUTES FOR RESEARCH,WASHINGTON,DC,UNITED STATES,1,214407
AMERICAN LEGACY FOUNDATION,WASHINGTON,DC,UNITED STATES,8,2071017
AMERICAN MUSEUM OF NATURAL HISTORY,NEW YORK,NY,UNITED STATES,1,258978
AMERICAN PAIN SOCIETY,GLENVIEW,IL,UNITED STATES,1,42000
AMERICAN PHYSICIANS SCIENTISTS ASSN,Deerfield,IL,UNITED STATES,1,27150
AMERICAN PHYSIOLOGICAL SOCIETY,BETHESDA,MD,UNITED STATES,4,620277
AMERICAN PSYCHIATRIC FOUNDATION,ARLINGTON,VA,UNITED STATES,1,1
AMERICAN PSYCHOLOGICAL ASSOCIATION,WASHINGTON,DC,UNITED STATES,1,271526
AMERICAN PSYCHOSOMATIC SOCIETY (APS),MC LEAN,VA,UNITED STATES,1,10000
AMERICAN SOCIETY FOR BONE & MINERAL RES,WASHINGTON,DC,UNITED STATES,1,38000
AMERICAN SOCIETY FOR CELL BIOLOGY,BETHESDA,MD,UNITED STATES,2,287127
AMERICAN SOCIETY FOR MICROBIOLOGY,WASHINGTON,DC,UNITED STATES,8,867000
AMERICAN SOCIETY FOR NEUROCHEMISTRY,WINDERMERE,FL,UNITED STATES,1,20000
AMERICAN SOCIETY OF ADDICTION MEDICINE,CHEVY CHASE,MD,UNITED STATES,2,75000
AMERICAN SOCIETY OF ANDROLOGY,SCHAUMBURG,IL,UNITED STATES,2,116722
AMERICAN SOCIETY OF GENE & CELL THERAPY,MILWAUKEE,WI,UNITED STATES,1,10000
AMERICAN SOCIETY OF HEMATOLOGY,WASHINGTON,DC,UNITED STATES,2,310705
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",WASHINGTON,DC,UNITED STATES,3,30000
AMERICAN SOCIETY/INVESTIGATIVE PATHOLOGY,BETHESDA,MD,UNITED STATES,1,2500
AMERICAN SOCIETY/PARENT & ENTERAL NUTRIT,SILVER SPRING,MD,UNITED STATES,1,18500
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,ROCKVILLE,MD,UNITED STATES,2,232387
AMERICAN THORACIC SOCIETY,NEW YORK,NY,UNITED STATES,1,6000
AMERICAN TYPE CULTURE COLLECTION,MANASSAS,VA,UNITED STATES,4,3395340
AMERICAN UNIVERSITY,WASHINGTON,DC,UNITED STATES,6,1221253
AMERICAN UNIVERSITY OF BEIRUT,BEIRUT,,LEBANON,2,262092
AMERICAN UROLOGICAL ASSOCIATION,LINTHICUM,MD,UNITED STATES,4,32000
AMHERST COLLEGE,Amherst,MA,UNITED STATES,1,371823
"AMPLYX PHARMACEUTICALS, INC.",SAN DIEGO,CA,UNITED STATES,5,2369830
"AMPRION, INC.",HOUSTON,TX,UNITED STATES,1,501426
ANABIOS CORPORATION,SAN DIEGO,CA,UNITED STATES,1,200651
ANAGIN,INDIANAPOLIS,IN,UNITED STATES,1,348749
ANASYS INSTRUMENTS CORPORATION,SANTA BARBARA,CA,UNITED STATES,1,591600
"ANATOMYWORKS, LLC",BALTIMORE,MD,UNITED STATES,1,524785
ANDROSCIENCE CORPORATION,SOLANA BEACH,CA,UNITED STATES,1,1
"ANGEL MEDICAL SYSTEMS, INC.",SHREWSBURY,NJ,UNITED STATES,1,979104
ANGIOMA ALLIANCE,NORFOLK,VA,UNITED STATES,1,10000
ANGION BIOMEDICA CORPORATION,UNIONDALE,NY,UNITED STATES,4,2878375
"ANTEGRIN THERAPEUTICS, LLC",BALLWIN,MO,UNITED STATES,1,219309
"ANTICANCER, INC.",SAN DIEGO,CA,UNITED STATES,2,449400
"ANTIDOTE THERAPEUTICS, INC.",BETHESDA,MD,UNITED STATES,1,2504304
"ANTIOP, INC.",LEXINGTON,KY,UNITED STATES,1,995554
ANTON DE KOM UNIVERSITY OF SURINAME,PARAMARIBO,,SURINAME,1,50000
"ANVIL BIOSCIENCES, LLC",HAWYARD,CA,UNITED STATES,2,445788
"APDM, INC.",PORTLAND,OR,UNITED STATES,2,862243
"APEX BIOMEDICAL COMPANY, LLC",PORTLAND,OR,UNITED STATES,1,385311
APHIOS CORPORATION,WOBURN,MA,UNITED STATES,2,449788
"APK ADVANCED MEDICAL TECHNOLOGIES, INC.",ATLANTA,GA,UNITED STATES,1,1014469
APLASTIC ANEMIA & MDS INTERNATIONAL FDN,Rockville,MD,UNITED STATES,1,5000
APOGEE BIOTECHNOLOGY CORPORATION,HUMMELSTOWN,PA,UNITED STATES,4,1226588
APPLIED BIOTECHNOLOGY INSTITUTE,SAN LUIS OBISPO,CA,UNITED STATES,1,727729
APPLIED GENETIC TECHNOLOGIES CORPORATION,ALACHUA,FL,UNITED STATES,1,290016
"APPLIED GEOSOLUTIONS, LLC",DURHAM,NH,UNITED STATES,1,474294
"APPLIED NANOTECH, INC.",AUSTIN,TX,UNITED STATES,1,224983
"APPLIED STEMCELL, INC.",SUNNYVALE,CA,UNITED STATES,2,404080
"APPLIKATE TECHNOLOGIES, LLC",EAST HAVEN,CT,UNITED STATES,1,224684
"APRICITY THERAPEUTICS, INC.",ATHERTON,CA,UNITED STATES,1,190000
"APT THERAPEUTICS, INC.",SAINT LOUIS,MO,UNITED STATES,2,449018
"APTITUDE MEDICAL SYSTEMS, INC.",SANTA BARBARA,CA,UNITED STATES,2,448539
APTO ORTHOPAEDICS CORPORATION,AKRON,OH,UNITED STATES,1,222908
"AQUARIUS BIOTECHNOLOGIES, INC.",CHICAGO,IL,UNITED STATES,1,224735
"AQUILUS PHARMACEUTICALS, INC.",WINCHESTER,MA,UNITED STATES,1,261982
"ARATOME, LLC",MENLO PARK,CA,UNITED STATES,1,296384
ARBOR RESEARCH COLLABORATIVE FOR HEALTH,ANN ARBOR,MI,UNITED STATES,5,1716001
"ARCHIEMD, INC.",BOCA RATON,FL,UNITED STATES,3,729679
"ARCHIMAGE, INC.",HOUSTON,TX,UNITED STATES,1,804254
"ARCOS, INC",HOUSTON,TX,UNITED STATES,1,225022
"ARIADNE DIAGNOSTICS, LLC",ROCKVILLE,MD,UNITED STATES,1,242984
"ARIDIS PHARMACEUTICALS, LLC",SAN JOSE,CA,UNITED STATES,1,283500
ARIETIS,Boston,MA,UNITED STATES,2,1300000
"ARISAN THERAPEUTICS, INC.",SAN DIEGO,CA,UNITED STATES,2,749400
"ARISAPH PHARMACEUTICALS, INC.",BOSTON,MA,UNITED STATES,2,695565
"ARIZONA CANCER THERAPEUTICS, LLC",TUCSON,AZ,UNITED STATES,1,119600
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,TEMPE,AZ,UNITED STATES,102,40557181
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,UNITED STATES,7,2813974
"ARMAGEN TECHNOLOGIES, INC.",CALABASAS,CA,UNITED STATES,3,1325016
"ARONORA, INC.",PORTLAND,OR,UNITED STATES,4,3777107
"ARPHION, LTD",CHICAGO,IL,UNITED STATES,1,148530
"ARRAY SCIENCE, LLC",SAUSALITO,CA,UNITED STATES,1,224303
"ARRHYTHMOTECH, LLC",INDIANAPOLIS,IN,UNITED STATES,1,212634
"ARTANN LABORATORIES, INC.",TRENTON,NJ,UNITED STATES,3,1342434
"ARTIFICIAL CELL TECHNOLOGIES, INC.",NEW HAVEN,CT,UNITED STATES,2,1485313
"ASCLEPIX THERAPEUTICS, LLC",LUTHERVILLE,MD,UNITED STATES,3,472612
"ASHWIN-USHAS CORPORATION, INC.",HOLMDEL,NJ,UNITED STATES,1,536295
ASIAN PACIFIC PARTNERS/EMPOWER/ADV/LDSHP,OAKLAND,CA,UNITED STATES,1,300920
"ASKLEPIOS BIOPHARMACEUTICAL, INC.",CHAPEL HILL,NC,UNITED STATES,1,270008
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,LIMA,,PERU,1,2354219
ASSESSMENTS ILLUSTRATED,ALLISON PARK,PA,UNITED STATES,1,333240
ASSN/MEDICAL EDUC & RES IN SUBS ABUSE,Cranston,RI,UNITED STATES,1,46500
ASSOCIATION FOR CHEMORECEPTION SCIENCES,MINNEAPOLIS,MN,UNITED STATES,1,40000
ASSOCIATION FOR RES IN VISION & OPHTHAL,ROCKVILLE,MD,UNITED STATES,1,70000
ASSOCIATION OF AMERICAN MEDICAL COLLEGES,WASHINGTON,DC,UNITED STATES,2,1006723
ASSOCIATION/ACADEMIC MINORITY PHYSICIANS,OWINGS MILLS,MD,UNITED STATES,1,181869
ASSOCIATION/ASIAN PACIFIC CMTY HLTH ORGS,OAKLAND,CA,UNITED STATES,1,301855
"ASSUAGE PHARMACEUTICALS, INC.",PORT SAINT LUCIE,FL,UNITED STATES,1,149996
"ASTER LABS, INC.",SHOREVIEW,MN,UNITED STATES,1,194366
"ASTRAEA THERAPEUTICS, LLC",MOUNTAIN VIEW,CA,UNITED STATES,3,1478395
"ASURAGEN, INC.",AUSTIN,TX,UNITED STATES,4,2335158
"ATHARVA, LLC",CRANBERRY TOWNSHIP,PA,UNITED STATES,1,345119
"ATHERSYS, INC.",CLEVELAND,OH,UNITED STATES,2,820145
"ATHGHIN BIOTECHNOLOGY, INC.",RENSSELAER,NY,UNITED STATES,1,224975
"ATLANTIC HEALTH SYSTEM, INC.",MORRISTOWN,NJ,UNITED STATES,2,325162
AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,UNITED STATES,8,1856166
"AURASENSE THERAPEUTICS, LLC",SKOKIE,IL,UNITED STATES,2,374876
"AURITEC PHARMACEUTICALS, INC.",PASADENA,CA,UNITED STATES,1,628279
"AURORA HEALTH CARE, INC.",MILWAUKEE,WI,UNITED STATES,1,855000
AURUM INSTITUTE NPC,JOHANNESBURG,,SOUTH AFRICA,1,125000
AUSTRALIAN HEARING SERVICES,Macquarie University,,AUSTRALIA,1,316532
"AUTHENTECHNOLOGIES, LLC",RICHMOND,CA,UNITED STATES,1,224956
"AUTOIMMUNE TECHNOLOGIES, LLC",NEW ORLEANS,LA,UNITED STATES,2,6296737
"AVANTGEN, INC.",SAN DIEGO,CA,UNITED STATES,2,412632
"AVATAR MEDICAL, LLC",BROOKLYN,NY,UNITED STATES,2,1292515
"AVENTUSOFT, LLC",SUNRISE,FL,UNITED STATES,1,200000
AVERA MCKENNAN,SIOUX FALLS,SD,UNITED STATES,1,505033
AVRYGEN CORPORATION,SAN FRANCISCO,CA,UNITED STATES,1,224980
"AXERION THERAPEUTICS, INC.",BRANFORD,CT,UNITED STATES,1,200958
"AXIOMX, INC.",BRANFORD,CT,UNITED STATES,2,441194
"AXION BIOSYSTEMS, LLC",ATLANTA,GA,UNITED STATES,2,1304985
"AXXESS UNLIMITED, LLC",SCOTTSDALE,AZ,UNITED STATES,1,147151
AZUSA PACIFIC UNIVERSITY,AZUSA,CA,UNITED STATES,1,178416
"AZYP, LLC",ARLINGTON,TX,UNITED STATES,1,149800
BABES BOLYAI UNIVERSITY,CLUJ,,ROMANIA,1,58806
"BACKYARD BRAINS, INC.",Ann Arbor,MI,UNITED STATES,1,599521
"BAEBIES, INC.",Durham,NC,UNITED STATES,3,1563991
"BAKER-CALLING, INC.",ANN ARBOR,MI,UNITED STATES,1,594896
BALDWIN-WALLACE COLLEGE,BEREA,OH,UNITED STATES,1,83951
BALL STATE UNIVERSITY,MUNCIE,IN,UNITED STATES,2,750894
BANARAS HINDU UNIVERSITY,VARANASI,,INDIA,1,631612
BANNER ALZHEIMER'S INSTITUTE,PHOENIX,AZ,UNITED STATES,1,1697558
BANNER HEALTH,PHOENIX,AZ,UNITED STATES,4,3424632
BAPTIST MEMORIAL HOSPITAL - TIPTON,COVINGTON,TN,UNITED STATES,1,649607
BARCELONA INTERNATIONAL HEALTH RES CTR,BARCELONA,,SPAIN,1,800522
BARNARD COLLEGE,NEW YORK,NY,UNITED STATES,3,1005805
BARNES-JEWISH HOSPITAL,SAINT LOUIS,MO,UNITED STATES,1,192549
"BARRETT TECHNOLOGY, INC.",NEWTON,MA,UNITED STATES,1,225000
"BARRON ASSOCIATES, INC.",CHARLOTTESVILLE,VA,UNITED STATES,6,2707369
BARRY UNIVERSITY,MIAMI SHORES,FL,UNITED STATES,1,295921
BARTH SYNDROME FOUNDATION,LARCHMONT,NY,UNITED STATES,1,26000
BASTYR UNIVERSITY,KENMORE,WA,UNITED STATES,3,792201
"BATANDCAT, INC.",PALO ALTO,CA,UNITED STATES,1,487161
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,COLUMBUS,OH,UNITED STATES,14,8219725
BATTELLE PACIFIC NORTHWEST LABORATORIES,RICHLAND,WA,UNITED STATES,16,15052952
BAVARIAN NORDIC A/S,KVISTGAARD,,DENMARK,1,3593334
BAY AREA TUMOR INSTITUTE,OAKLAND,CA,UNITED STATES,2,779747
BAYCREST CENTRE FOR GERIATRIC CARE,TORONTO,ON,CANADA,2,216229
BAYLOR COLL OF MED CHILDREN'S FDN-UGANDA,KAMPALA,,UGANDA,1,48600
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,432,192711873
BAYLOR RESEARCH INSTITUTE,DALLAS,TX,UNITED STATES,11,6822445
BAYLOR UNIVERSITY,WACO,TX,UNITED STATES,3,647306
"BAYOUCLINIC, INC.",BAYOU LA BATRE,AL,UNITED STATES,1,3000000
BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,UNITED STATES,5,1045107
"BCN BIOSCIENCES, LLC",PASADENA,CA,UNITED STATES,1,209208
"BEHAVIOR THERAPY ASSOCIATES, LLP",ALBUQUERQUE,NM,UNITED STATES,1,343145
"BEHAVIORAL DIAGNOSTICS, INC.",IOWA CITY,IA,UNITED STATES,1,202167
"BELL BIOSYSTEMS, INC.",SAN FRANCISCO,CA,UNITED STATES,1,225000
"BELLBROOK LABS, LLC",MADISON,WI,UNITED STATES,1,224931
"BELLICUM PHARMACEUTICALS, INC.",HOUSTON,TX,UNITED STATES,1,332608
BENAROYA RESEARCH INST AT VIRGINIA MASON,SEATTLE,WA,UNITED STATES,28,47184153
"BERKELEY ANALYTICS, INC.",BERKELEY,CA,UNITED STATES,1,532276
BERKELEY BIONICS,BERKELEY,CA,UNITED STATES,1,180765
"BESSOR PHARMA, LLC",FRAMINGHAM,MA,UNITED STATES,1,219130
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,UNITED STATES,240,108156442
BETH ISRAEL MEDICAL CTR (NEW YORK),NEW YORK,NY,UNITED STATES,1,149597
"BEXION PHARMACEUTICALS, INC.",COVINGTON,KY,UNITED STATES,1,948501
"BIO TILLION, LLC",SKILLMAN,NJ,UNITED STATES,1,999998
"BIOAXONE BIOSCIENCES, INC.",FORT LAUDERDALE,FL,UNITED STATES,3,473440
"BIOCEMENT TECHNOLOGIES, INC.",PULLMAN,WA,UNITED STATES,1,53968
BIOCHEMANALYSIS CORPORATION,CHICAGO,IL,UNITED STATES,1,301159
"BIOCREDE, INC.",ANN ARBOR,MI,UNITED STATES,1,199908
"BIODATOMICS, LLC",BETHESDA,MD,UNITED STATES,1,195584
"BIODESIGN RESEARCH & DEVELOPMENT, LLC",LAKE FOREST PARK,WA,UNITED STATES,1,224105
"BIODETECTION INSTRUMENTS, INC.",FAYETTEVILLE,AR,UNITED STATES,1,142383
"BIODISCOVERY, INC.",EL SEGUNDO,CA,UNITED STATES,1,156809
"BIODISCOVERY, LLC",ANN ARBOR,MI,UNITED STATES,1,493877
"BIODTECH, INC.",NASHVILLE,AL,UNITED STATES,1,150000
"BIOFIRE DIAGNOSTICS, INC.",SALT LAKE CITY,UT,UNITED STATES,3,1368802
"BIOGRAPHICS, INC.",WINSTON-SALEM,NC,UNITED STATES,1,499900
"BIOLOGICAL ANTI-INFECTIVE MEDICINES, LLC",BETHESDA,MD,UNITED STATES,1,285895
"BIOLOGICAL DYNAMICS, INC.",SAN DIEGO,CA,UNITED STATES,1,224603
