ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
AMERICAN SOCIETY FOR CELL BIOLOGY,BETHESDA,MD,UNITED STATES,1,228657
AMERICAN SOCIETY FOR MICROBIOLOGY,WASHINGTON,DC,UNITED STATES,4,507850
AMERICAN SOCIETY FOR NUTRITIONAL SCIS,BETHESDA,MD,UNITED STATES,1,25000
AMERICAN SOCIETY FOR PARENT & ENTER NUTR,SILVER SPRING,MD,UNITED STATES,1,18000
AMERICAN SOCIETY OF GENE THERAPY,MILWAUKEE,WI,UNITED STATES,1,32500
AMERICAN SOCIOLOGICAL ASSOCIATION,WASHINGTON,DC,UNITED STATES,1,527159
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,ROCKVILLE,MD,UNITED STATES,2,952689
AMERICAN SUPERCONDUCTOR CORPORATION,Devens,MA,UNITED STATES,1,93596
AMERICAN TYPE CULTURE COLLECTION,MANASSAS,VA,UNITED STATES,2,1069381
AMERICAN UNIVERSITY,WASHINGTON,DC,UNITED STATES,3,311686
"AMETHYST TECHNOLOGIES, INC.",SCOTTSDALE,AZ,UNITED STATES,1,106572
AMHERST COLLEGE,AMHERST,MA,UNITED STATES,2,274438
AMPAC BIOTECHNOLOGY,LOS ANGELES,CA,UNITED STATES,1,98894
AMRON CORPORATION,MC LEAN,VA,UNITED STATES,1,59993
"AMSEN TECHNOLOGIES, LLC",TUCSON,AZ,UNITED STATES,1,100000
"AMT, INC.",CHERRY HILL,NJ,UNITED STATES,1,278132
"ANALIZA, INC.",Cleveland,OH,UNITED STATES,1,392690
"ANASAZI BIOMEDICAL RESEARCH, INC.",WINSTON-SALEM,NC,UNITED STATES,1,132000
"ANATOMIX, INC.",SAN DIEGO,CA,UNITED STATES,1,100000
"ANATRACE, INC.",Cleveland,OH,UNITED STATES,1,391813
"ANCILE PHARMACEUTICALS, INC.",SAN DIEGO,CA,UNITED STATES,2,504292
ANGION BIOMEDICA CORPORATION,GARDEN CITY,NY,UNITED STATES,1,68000
"ANGSTROM PHARMACEUTICALS, INC.",SOLANA BEACH,CA,UNITED STATES,1,252156
"ANNOVIS, INC.",ASTON,PA,UNITED STATES,2,660390
"ANOSYS, INC.",MENLO PARK,CA,UNITED STATES,1,237695
"ANTAKAMATICS, INC.",PITTSBURGH,PA,UNITED STATES,2,194701
"ANTICANCER, INC.",SAN DIEGO,CA,UNITED STATES,3,906150
"ANTIGEN EXPRESS, INC.",WORCESTER,MA,UNITED STATES,2,479126
"ANTIGENICS, INC.",LEXINGTON,MA,UNITED STATES,1,302541
"APATH, LLC",SAINT LOUIS,MO,UNITED STATES,2,478033
"APERIO TECHNOLOGIES, INC.",VISTA,CA,UNITED STATES,1,120973
APHIOS CORPORATION,WOBURN,MA,UNITED STATES,1,505990
"APOLLO LIGHT SYSTEMS, INC.",American Fork,UT,UNITED STATES,1,120238
"APOLOGIC, INC.",CINCINNATI,OH,UNITED STATES,1,275574
"APOSTAIN, INC.",MIAMI,FL,UNITED STATES,1,296795
"APPETEK, INC.",DURHAM,NC,UNITED STATES,1,99133
APPLERA CORPORATION,NORWALK,CT,UNITED STATES,2,22915748
"APPLIED BEHAVIORAL RESEARCH, LLC",NEW HAVEN,CT,UNITED STATES,1,338743
"APPLIED BIOMATHEMATICS, INC.",SETAUKET,NY,UNITED STATES,1,99891
"APPLIED BIOPHYSICS, INC.",TROY,NY,UNITED STATES,1,243956
APPLIED GENETIC TECHNOLOGIES CORPORATION,ALACHUA,FL,UNITED STATES,1,256725
"APPLIED GENETICS LABORATORIES, INC.",MELBOURNE,FL,UNITED STATES,1,99885
"APPLIED HOME TELEMEDICINE, LLC",BARRINGTON,IL,UNITED STATES,1,100000
"APPLIED HUMAN FACTORS, INC.",SAN ANTONIO,TX,UNITED STATES,1,293531
"APPLIED MOLECULAR EVOLUTION, INC.",SAN DIEGO,CA,UNITED STATES,1,329770
APPLIED RESOURCES CORPORATION,FAIRFIELD,NJ,UNITED STATES,2,395925
"APT FOUNDATION, INC.",NEW HAVEN,CT,UNITED STATES,3,1227754
"AQUAGENE, INC.",ALACHUA,FL,UNITED STATES,1,98016
ARAB COMMUNITY CENTER/ECON/SOCIAL SRVS,DEARBORN,MI,UNITED STATES,2,258591
"ARBOGAST PHARMACEUTICALS, INC.",JOHNSON CITY,TN,UNITED STATES,1,99998
ARBOR VITA CORPORATION,Fremont,CA,UNITED STATES,1,198318
AREA DETECTOR SYSTEMS CORPORATION,POWAY,CA,UNITED STATES,1,196099
ARETE ASSOCIATES,TUCSON,AZ,UNITED STATES,1,86775
"ARISIL INSTRUMENTS, INC.",NEW YORK,NY,UNITED STATES,1,485142
ARIZONA INSTITUTE FOR BIO-MEDICAL RES,SCOTTSDALE,AZ,UNITED STATES,3,665020
ARIZONA STATE UNIVERSITY,TEMPE,AZ,UNITED STATES,56,13162825
ARKANSAS CHILDREN'S HOSP (LITTLE ROCK),LITTLE ROCK,AR,UNITED STATES,2,418971
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,UNITED STATES,10,3761533
ARLENE FINK ASSOCIATES,PACIFIC PALISADES,CA,UNITED STATES,1,336936
"ARTANN LABORATORIES, INC.",TRENTON,NJ,UNITED STATES,2,735971
"ARTECEL SCIENCES, INC.",DURHAM,NC,UNITED STATES,3,361102
"ARTEMIS MRI, LLC",BLOOMINGTON,MN,UNITED STATES,1,113011
ARTHRITIS FOUNDATION,ATLANTA,GA,UNITED STATES,1,20000
ARTHUR ASHE INSTITUTE FOR URBAN HEALTH,NEW YORK,NY,UNITED STATES,1,327316
ARTIUM TECHNOLOGIES,SUNNYVALE,CA,UNITED STATES,1,94325
ASHLAND UNIVERSITY,ASHLAND,OH,UNITED STATES,1,91800
"ASHWIN-USHAS CORPORATION, INC.",Holmdel,NJ,UNITED STATES,1,374565
ASIAN/PACIFIC ISLANDERS REPRODUCTVE HLTH,OAKLAND,CA,UNITED STATES,1,237724
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,LIMA,,PERU,1,53720
"ASPEN CANCER CONFERENCE, INC.",LAKEWOOD,CO,UNITED STATES,1,5000
"ASPIRA BIOSYSTEMS, INC.",SOUTH SAN FRANCISCO,CA,UNITED STATES,1,108000
ASSOCIATION FOR RES IN VISION & OPHTHAL,ROCKVILLE,MD,UNITED STATES,1,54025
ASSOCIATION FOR UTAH COMMUNITY HEALTH,SALT LAKE CITY,UT,UNITED STATES,1,15945
"ASSOCIATION OF BLACK CARDIOLOGISTS, INC.",ATLANTA,GA,UNITED STATES,1,0
ASSOCIATION OF ONCOLOGY SOCIAL WORK,GLENVIEW,IL,UNITED STATES,1,5000
"AST PRODUCTS, INC.",BILLERICA,MA,UNITED STATES,1,115294
"ASTRO-MED, INC.",WEST WARWICK,RI,UNITED STATES,1,306505
AT SCIENCES,PITTSBURGH,PA,UNITED STATES,1,99866
"ATHENA GROUP, INC.",GAINESVILLE,FL,UNITED STATES,1,348670
"ATHERSYS, INC.",CLEVELAND,OH,UNITED STATES,2,198222
"ATLANTIC EYE AND FACE CENTER, PLLC",CARY,NC,UNITED STATES,1,13675
"ATMOSPHERIC GLOW TECHNOLOGIES, INC.",KNOXVILLE,TN,UNITED STATES,1,100000
"ATOM SCIENCES, INC.",OAK RIDGE,TN,UNITED STATES,2,198053
AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,UNITED STATES,18,4037615
AUDIOLOGICAL ENGINEERING CORPORATION,SOMERVILLE,MA,UNITED STATES,1,373918
"AUDIOLOGY, INC",ARDEN HILLS,MN,UNITED STATES,1,99984
AUGUSTANA COLLEGE,ROCK ISLAND,IL,UNITED STATES,1,111915
AURORA BIOSCIENCES CORPORATION,SAN DIEGO,CA,UNITED STATES,3,1046192
"AURORA OPTICS, INC.",HANOVER,NH,UNITED STATES,1,412178
"AUTOMATED FUNCTIONS, INC.",FALLS CHURCH,VA,UNITED STATES,2,475001
"AVANTI POLAR LIPIDS, INC.",ALABASTER,AL,UNITED STATES,1,100000
"AVI BIOPHARMA, INC.",CORVALLIS,OR,UNITED STATES,1,329625
"AVIDITY, LLC",Aurora,CO,UNITED STATES,1,99750
"AXON ENGINEERING, INC.",GARFIELD HEIGHTS,OH,UNITED STATES,1,85653
BABRAHAM INSTITUTE,CAMBRIDGE,,UNITED KINGDOM,2,40196
BALDWIN-WALLACE COLLEGE,BEREA,OH,UNITED STATES,1,145649
BALL STATE UNIVERSITY,MUNCIE,IN,UNITED STATES,1,336000
"BALTIMORE BIOMEDICAL, INC.",BALTIMORE,MD,UNITED STATES,2,234991
BANNER GOOD SAMARITAN MEDICAL CENTER,PHOENIX,AZ,UNITED STATES,3,759395
"BARLOW SCIENTIFIC, INC.",OLYMPIA,WA,UNITED STATES,3,821577
BARNARD COLLEGE,NEW YORK,NY,UNITED STATES,6,880512
BARNES-JEWISH HOSPITAL,SAINT LOUIS,MO,UNITED STATES,60,16353529
"BARRON ASSOCIATES, INC.",CHARLOTTESVILLE,VA,UNITED STATES,2,199494
BARRY UNIVERSITY,MIAMI SHORES,FL,UNITED STATES,6,1599877
BASTYR UNIVERSITY,KENMORE,WA,UNITED STATES,5,697863
BATES COLLEGE,LEWISTON,ME,UNITED STATES,1,318462
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,COLUMBUS,OH,UNITED STATES,6,2266036
BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,UNITED STATES,1,280683
BATTELLE PACIFIC NORTHWEST LABORATORIES,RICHLAND,WA,UNITED STATES,14,4285302
BATTELLE-CTRS/PUBLIC HEALTH RES-EVALUATN,BALTIMORE,MD,UNITED STATES,2,1285902
BAY AREA TUMOR INSTITUTE,OAKLAND,CA,UNITED STATES,1,255122
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,554,215618742
BAYLOR RESEARCH INSTITUTE,DALLAS,TX,UNITED STATES,10,4034374
BAYLOR UNIVERSITY,WACO,TX,UNITED STATES,2,132148
BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,UNITED STATES,1,337235
"BECS TECHNOLOGY, INC.",SAINT LOUIS,MO,UNITED STATES,1,546284
"BEEMNET, INC.",VENICE,CA,UNITED STATES,1,268013
"BEHAVIOR THERAPY ASSOCIATES, LLP",ALBUQUERQUE,NM,UNITED STATES,1,304584
BEHAVIORAL HEALTH RESEARCH CTR-SOUTHWEST,ALBUQUERQUE,NM,UNITED STATES,1,701631
"BEHAVIORAL RESEARCH ASSOCIATES, INC.",HERNDON,VA,UNITED STATES,1,179688
"BEHAVIORAL TECH, LLC",SEATTLE,WA,UNITED STATES,1,350063
BELMONT CENTER/COMPREHENSIVE TREATMENT,PHILADELPHIA,PA,UNITED STATES,1,309763
BEN ARCHER HEALTH CENTER,HATCH,NM,UNITED STATES,1,20000
BENAROYA RESEARCH INST AT VIRGINIA MASON,SEATTLE,WA,UNITED STATES,25,6262774
BENEDICT COLLEGE,COLUMBIA,SC,UNITED STATES,3,703498
"BENEFICIAL DESIGNS, INC.",MINDEN,NV,UNITED STATES,3,1173894
BENNETT COLLEGE,GREENSBORO,NC,UNITED STATES,1,32400
BERKELEY APPLIED SCIENCE AND ENGINEERING,WALNUT CREEK,CA,UNITED STATES,2,831715
BERNARD M. BARUCH COLLEGE,NEW YORK,NY,UNITED STATES,1,114075
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,UNITED STATES,309,94798401
BETH ISRAEL MEDICAL CTR (NEW YORK),NEW YORK,NY,UNITED STATES,11,5161045
"BETHESDA PHARMACEUTICALS, INC.",BAKERSFIELD,CA,UNITED STATES,1,315774
BETHUNE-COOKMAN COLLEGE,DAYTONA BEACH,FL,UNITED STATES,2,752474
"BIOANALYTICAL SYSTEMS, INC. (BASI)",WEST LAFAYETTE,IN,UNITED STATES,2,436482
"BIOARRAY TECHNOLOGIES, INC.",SAN DIEGO,CA,UNITED STATES,2,652511
"BIOCATALYTICS, INC.",PASADENA,CA,UNITED STATES,3,1188008
"BIOCON, INC.",ROCKVILLE,MD,UNITED STATES,1,387813
"BIODELIVERY SCIENCES INTERNATIONAL, INC.",NEWARK,NJ,UNITED STATES,1,883972
"BIOELASTICS RESEARCH, LTD",BIRMINGHAM,AL,UNITED STATES,2,602497
"BIOELECTROSPEC, INC.",HARRISBURG,PA,UNITED STATES,1,100000
"BIOENGINEERING CONSULTANTS, LTD",CHARLOTTESVILLE,VA,UNITED STATES,2,541546
"BIOFORCE NANOSCIENCES, INC.",AMES,IA,UNITED STATES,1,628439
"BIOGRAPHICS, INC.",WINSTON SALEM,NC,UNITED STATES,1,501487
"BIOINFORMATICS DNA CODES, LLC",CHICAGO,IL,UNITED STATES,1,65500
BIOLINK PARTNERS,WATERTOWN,MA,UNITED STATES,2,896173
"BIOLINX, LLC",HAGERSTOWN,MD,UNITED STATES,2,230448
"BIOLOG, INC.",HAYWARD,CA,UNITED STATES,1,386481
BIO-LOGIC SYSTEMS CORPORATION,MUNDELEIN,IL,UNITED STATES,1,543993
"BIOLOGICAL MIMETICS, INC.",FREDERICK,MD,UNITED STATES,1,300000
BIOMARIN PHARMACEUTICAL INC.,NOVATO,CA,UNITED STATES,2,942729
BIOMAT SCIENCES,BETHESDA,MD,UNITED STATES,1,117013
"BIOMEC, INC.",CLEVELAND,OH,UNITED STATES,19,2890532
"BIOMED SOFTWARE, INC.",NEWTON,MA,UNITED STATES,2,504779
BIOMEDICAL ACOUSTICS RESEARCH COMPANY,EVANSTON,IL,UNITED STATES,1,396479
BIOMEDICAL DEVELOPMENT CORPORATION,SAN ANTONIO,TX,UNITED STATES,3,860045
BIOMEDICAL RESEARCH FDN OF SOUTHERN ARIZ,TUCSON,AZ,UNITED STATES,2,127274
"BIOMEDICAL RESEARCH MODELS, INC.",WORCESTER,MA,UNITED STATES,2,623445
"BIOMEDICAL RESEARCH, INC.",ROCKVILLE,MD,UNITED STATES,1,378256
BIOMEDWARE,ANN ARBOR,MI,UNITED STATES,5,1178366
"BIOMES, INC.",ROCKFORD,MI,UNITED STATES,1,82600
"BIOMIMESYS, INC.",SAN MATEO,CA,UNITED STATES,1,99984
"BIOMIMETIC PHARMACEUTICALS, INC.",FRANKLIN,TN,UNITED STATES,1,176905
BIOMOD SURFACES,NEWBURY,MA,UNITED STATES,1,99994
"BIO-MOLECULAR TECHNOLOGY, INC.",FREDERICK,MD,UNITED STATES,1,326418
BION DIAGNOSTIC SCIENCES,REDMOND,WA,UNITED STATES,1,113200
"BIONIC TECHNOLOGIES, INC.",SALT LAKE CITY,UT,UNITED STATES,4,699476
"BIOPAL, INC",WORCESTER,MA,UNITED STATES,1,462508
BIOPHOTONICS CORPORATION,STONY BROOK,NY,UNITED STATES,2,1077075
"BIOPOLYMERIX, INC.",TYNGSBORO,MA,UNITED STATES,1,246113
"BIOPORE, INC.",STATE COLLEGE,PA,UNITED STATES,1,272223
"BIOPRAXIS, INC.",SAN DIEGO,CA,UNITED STATES,2,298738
"BIOPTICS, INC.",TUCSON,AZ,UNITED STATES,1,98900
"BIOQUAL, INC.",ROCKVILLE,MD,UNITED STATES,1,382614
BIORELIANCE CORPORATION,ROCKVILLE,MD,UNITED STATES,1,99772
BIORESOURCES DEVLPMNT/CONSRVTN PROGRAMME,SILVER SPRING,MD,UNITED STATES,1,49975
"BIOSCICON, INC.",ROCKVILLE,MD,UNITED STATES,1,306183
