ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
"APERIO TECHNOLOGIES, INC.",VISTA,CA,UNITED STATES,1,3495
APHIOS CORPORATION,WOBURN,MA,UNITED STATES,1,258398
APNEOS CORPORATION,BELMONT,CA,UNITED STATES,1,107000
APOGEE BIOTECHNOLOGY CORPORATION,HERSHEY,PA,UNITED STATES,2,1827697
"APOIMMUNE, INC",LOUISVILLE,KY,UNITED STATES,3,1049976
"APOLLO SRI, LLC",BURLINGTON,VT,UNITED STATES,1,100000
"APOPLOGIC PHARMACEUTICALS, LLC",AURORA,CO,UNITED STATES,1,335358
APOPO VZW,ANTWERPEN,,BELGIUM,1,56319
"APPALACHIAN ELECTRONIC INSTRUMENTS, INC.",RONCEVERTE,WV,UNITED STATES,1,580074
APPALACHIAN STATE UNIVERSITY,BOONE,NC,UNITED STATES,1,175792
"APPLE COMPUTER, INC.",CUPERTINO,CA,UNITED STATES,1,28058
APPLERA CORPORATION,NORWALK,CT,UNITED STATES,5,62145
APPLERA CORPORATION,NORWALK,CT,UNITED STATES,1,289217
"APPLIED BEHAVIORAL RESEARCH, LLC",NEW HAVEN,CT,UNITED STATES,1,369364
"APPLIED HUMAN FACTORS, INC.",SAN ANTONIO,TX,UNITED STATES,1,352637
"APPLIED MEDICAL VISUALIZATIONS, LLC",SALT LAKE CITY,UT,UNITED STATES,3,810244
APPLIED SCIENTIFIC RESEARCH,SANTA ANA,CA,UNITED STATES,1,454829
"APT THERAPEUTICS, INC.",SAINT LOUIS,MO,UNITED STATES,3,830697
"APTIV, INC.",PORTLAND,OR,UNITED STATES,1,143368
"AQUILENT, INC.",LAUREL,MD,UNITED STATES,1,162962
"ARAVASC, INC.",SUNNYVALE,CA,UNITED STATES,1,100000
ARBOR VITA CORPORATION,SUNNYVALE,CA,UNITED STATES,2,696470
"ARC OF THE DISTRICT OF COLUMBIA, INC",WASHINGTON,DC,UNITED STATES,2,384176
"ARCHIEMD, INC.",MIAMI BEACH,FL,UNITED STATES,1,137819
"ARCHIEMD, INC.",MIAMI BEACH,FL,UNITED STATES,1,374736
"ARCHIMAGE, INC.",HOUSTON,TX,UNITED STATES,1,1948453
"ARCHIVEX, LLC",BALTIMORE,MD,UNITED STATES,1,421225
"ARDENT SOUND, INC.",MESA,AZ,UNITED STATES,1,161423
AREA DETECTOR SYSTEMS CORPORATION,POWAY,CA,UNITED STATES,0,1342016
"ARGOLYN BIOSCIENCE, INC.",NORTH CHARLESTON,SC,UNITED STATES,1,392525
"ARGOS THERAPEUTICS, INC.",DURHAM,NC,UNITED STATES,1,4504514
"ARIADNE GENOMICS, INC.",ROCKVILLE,MD,UNITED STATES,1,100000
"ARIDIS PHARMACEUTICALS, LLC",SAN JOSE,CA,UNITED STATES,1,299997
ARIZONA STATE UNIVERSITY,TEMPE,AZ,UNITED STATES,1,589241
ARIZONA STATE UNIVERSITY,TEMPE,AZ,UNITED STATES,103,36033549
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,UNITED STATES,12,3743541
"ARKITEX STUDIO, INC.",COLLEGE STATION,TX,UNITED STATES,1,363663
"ARMAGEN TECHNOLOGIES, INC.",SANTA MONICA,CA,UNITED STATES,4,2189562
"ARRAYOMICS, INC.",SAN DIEGO,CA,UNITED STATES,1,570361
"ARTANN LABORATORIES, INC.",TRENTON,NJ,UNITED STATES,3,1686327
"ARTERIOCYTE, INC.",CLEVELAND,OH,UNITED STATES,1,348147
ARTHRITIS FOUNDATION,ATLANTA,GA,UNITED STATES,1,50000
"ARTYX PHARMACEUTICALS, INC.",SAN DIEGO,CA,UNITED STATES,1,297000
"ASH ACCESS TECHNOLOGY, INC.",LAFAYETTE,IN,UNITED STATES,1,1762060
"ASI INSTRUMENTS, INC",WARREN,MI,UNITED STATES,1,199691
"ASL ANALYTICAL, INC.",IOWA CITY,IA,UNITED STATES,1,491936
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,LIMA,,PERU,1,2577705
"ASSENTI, LLC",LOUISVILLE,KY,UNITED STATES,1,374985
ASSN/MEDICAL EDUC & RES IN SUBS ABUSE,PROVIDENCE,RI,UNITED STATES,2,69369
ASSN/MINORITY HEALTH PROFESSIONS SCHOOLS,ATLANTA,GA,UNITED STATES,1,25000
ASSOCIATION FOR RES IN VISION & OPHTHAL,ROCKVILLE,MD,UNITED STATES,1,91900
ASSOCIATION OF PROFESSORS OF MEDICINE,WASHINGTON,DC,UNITED STATES,1,100000
ASSOCIATION OF RESEARCH LIBRARIES,WASHINGTON,DC,UNITED STATES,1,21580
"ASTHMA, INC.",SEATTLE,WA,UNITED STATES,1,182126
AT SCIENCES,PITTSBURGH,PA,UNITED STATES,1,387828
"ATACTIC TECHNOLOGIES, INC.",HOUSTON,TX,UNITED STATES,2,517136
"ATERIS TECHNOLOGIES, LLC",MISSOULA,MT,UNITED STATES,2,1047722
"ATHERSYS, INC.",CLEVELAND,OH,UNITED STATES,1,205471
"ATLANTIC PHARMACEUTICALS, INC.",DULUTH,GA,UNITED STATES,1,99979
"ATLANTIC PHARMACEUTICALS, INC.",DULUTH,GA,UNITED STATES,1,98483
"ATLANTIX GLOBAL SYSTEMS, LLC",NORCROSS,GA,UNITED STATES,1,14600
"ATOM SCIENCES, INC.",OAK RIDGE,TN,UNITED STATES,2,369381
"ATTAGENE, INC.",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,2326024
AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,UNITED STATES,9,3446638
AUCKLAND UNISERVICES LIMITED,AUCKLAND,,NEW ZEALAND,2,208351
"AUDIGICOMM, LLC",SAN DIEGO,CA,UNITED STATES,1,350624
"AUDIOLOGY, INC",ARDEN HILLS,MN,UNITED STATES,1,256689
"AUREOGEN BIOSCIENCES, INC.",KALAMAZOO,MI,UNITED STATES,2,1039522
"AURITEC PHARMACEUTICALS, INC.",PASADENA,CA,UNITED STATES,4,909210
AUSTRALIAN HEARING SERVICES,CHATSWOOD,,AUSTRALIA,1,324024
AUSTRALIAN NATIONAL UNIVERSITY,CANBERRA,,AUSTRALIA,1,243681
"AUTOIMMUNE TECHNOLOGIES, LLC",NEW ORLEANS,LA,UNITED STATES,1,461944
"AUXAGEN, INC.",SAINT LOUIS,MO,UNITED STATES,1,199467
"AVANTI POLAR LIPIDS, INC.",ALABASTER,AL,UNITED STATES,1,2682829
"AVECIA BIOLOGICS, LTD",MANCHESTER,,UNITED KINGDOM,1,38000000
"AVECIA BIOLOGICS, LTD",BILLINGHAM,,UNITED KINGDOM,0,2999760
"AVEDRO, INC.",HANOVER,NH,UNITED STATES,1,379031
AVERA MCKENNAN,SIOUX FALLS,SD,UNITED STATES,1,234609
"AVERTA PHARMACEUTICALS, LLC",OXFORD,MS,UNITED STATES,1,375000
"AVID RADIOPHARMACEUTICALS, INC.",Philadelphia,PA,UNITED STATES,2,497050
"AVIGENICS, INC.",ATHENS,GA,UNITED STATES,1,310640
"AXIO RESEARCH, LLC",SEATTLE,WA,UNITED STATES,1,18000
"AXIO RESEARCH, LLC",SEATTLE,WA,UNITED STATES,1,4536322
"AXOGEN, INC.",GAINESVILLE,FL,UNITED STATES,1,102737
"AXONA, INC.",ATLANTA,GA,UNITED STATES,1,187907
"AZEVAN PHARMACEUTICALS, INC.",BETHLEHEM,PA,UNITED STATES,1,801007
"B & W TEK, INC.",NEWARK,DE,UNITED STATES,1,303519
B. L. SEAMON AND ASSOCIATES,LANHAM,MD,UNITED STATES,4,1157376
"BACILLIGEN, INC.",ROCKVILLE,MD,UNITED STATES,2,692510
"BAKBONE SOFTWARE, INC.",SAN DIEGO,CA,UNITED STATES,1,12764
BAKER HEART RESEARCH INSTITUTE,MELBOURNE,,AUSTRALIA,1,259840
BALL STATE UNIVERSITY,MUNCIE,IN,UNITED STATES,1,271179
"BALTIMORE CITY HEALTHY START, INC.",BALTIMORE,MD,UNITED STATES,1,492639
BANARAS HINDU UNIVERSITY,VARANASI,,INDIA,1,746133
"BANYAN BIOMARKERS, INC.",ALACHUA,FL,UNITED STATES,1,526091
BAR-ILAN UNIVERSITY,RAMAT GAN,,ISRAEL,2,294051
BARNARD COLLEGE,NEW YORK,NY,UNITED STATES,6,1465851
"BARRON ASSOCIATES, INC.",CHARLOTTESVILLE,VA,UNITED STATES,4,727807
BARRY UNIVERSITY,MIAMI SHORES,FL,UNITED STATES,2,626226
BASTYR UNIVERSITY,KENMORE,WA,UNITED STATES,3,558673
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,SEATTLE,WA,UNITED STATES,6,1850330
BATTELLE MEMORIAL INSTITUTE,BIRMINGHAM,AL,UNITED STATES,1,8632311
BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,UNITED STATES,9,11154029
BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,UNITED STATES,2,587890
BATTELLE PACIFIC NORTHWEST LABORATORIES,RICHLAND,WA,UNITED STATES,16,11619361
BAVARIAN NORDIC A/S,COPENHAGEN,,DENMARK,1,10098139
BAY AREA TUMOR INSTITUTE,OAKLAND,CA,UNITED STATES,1,480000
"BAY PINES FOUNDATION, INC.",BAY PINES,FL,UNITED STATES,1,149291
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,481,211774568
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,5,6459344
BAYLOR RESEARCH INSTITUTE,DALLAS,TX,UNITED STATES,9,7234909
BAYLOR UNIVERSITY,WACO,TX,UNITED STATES,1,506026
BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,UNITED STATES,2,262179
BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,UNITED STATES,1,327672
"BBS TECHNOLOGIES, INC.",HOUSTON,TX,UNITED STATES,1,7960
BCR DIAGNOSTICS,JAMESTOWN,RI,UNITED STATES,1,99930
"BEARING POINT, INC.",MC LEAN,VA,UNITED STATES,1,5000000
BEATSON INSTITUTE FOR CANCER RESEARCH,GLASGOW,,UNITED KINGDOM,1,182278
BEAUFORT COMMUNITY CTR FOR RET CHILDREN,DALLAS,TX,UNITED STATES,1,363370
